,name,title_clean,revenues_clean,gross_profit
266,The Hughes Brothers,From Hell,75000000.0,2500000.0
3389,The Wachowskis,Jupiter Ascending,184000000.0,-84000000.0
1252,Hideo Nakata,The Ring Two,161500000.0,30750000.0
2560,Troy Nixey,Don't Be Afraid of the Dark,36993168.0,-6503416.0
264,Bill Paxton,Frailty,17400000.0,-2300000.0
1154,Bill Paxton,The Greatest Game Ever Played,15400000.0,-17300000.0
3579,See below,Star Trek,2300000000.0,430000000.0
3580,See below,Star Trek,2300000000.0,430000000.0
687,Lawrence Kasdan,Dreamcatcher,75700000.0,-30150000.0
2786,Lawrence Kasdan,Darling Companion,793815.0,-11603092.5
81,Paul Verhoeven,Hollow Man,190200000.0,100000.0
1330,Paul Verhoeven,Basic Instinct,352900000.0,127450000.0
3221,Paul Verhoeven,RoboCop,53400000.0,13700000.0
171,Craig Mazin,The Specials,13276.0,-993362.0
2012,Craig Mazin,Superhero Movie,71200000.0,600000.0
2314,Mark Duplass,Cyrus,9931520.0,-2034240.0
2829,Mark Duplass,"Jeff, Who Lives at Home",4400000.0,-5300000.0
2902,James Ponsoldt,Smashed,499725.0,-250137.5
3164,James Ponsoldt,The Spectacular Now,6900000.0,950000.0
1318,Elizabeth Allen,Aquamarine,23006849.0,-496575.5
2441,Elizabeth Allen,Ramona and Beezus,27293743.0,-1353128.5
150,Igor Kovalyov,The Rugrats Movie,140900000.0,46450000.0
207,Charles Shyer,The Affair of the Necklace,471210.0,-29764395.0
848,Charles Shyer,Alfie,35200000.0,-42400000.0
2938,Morgan Neville,20 Feet from Stardom,5800000.0,1900000.0
772,Mike Newell,Mona Lisa Smile,141300000.0,5650000.0
1160,Mike Newell,Harry Potter and the Goblet of Fire,896900000.0,298450000.0
1161,Mike Newell,Harry Potter and the Goblet of Fire,896900000.0,298450000.0
1728,Mike Newell,Love in the Time of Cholera,31337584.0,-34331208.0
2439,Mike Newell,Prince of Persia: The Sands of Time,336400000.0,18200000.0
1274,Noah Baumbach,The Squid and the Whale,11000000.0,4000000.0
1732,Noah Baumbach,Margot at the Wedding,2897757.0,-8551121.5
2356,Noah Baumbach,Greenberg,7400000.0,-21300000.0
3019,Noah Baumbach,Frances Ha,11300000.0,2650000.0
3422,Noah Baumbach,While We're Young,17300000.0,-1350000.0
727,Ang Lee,Hulk,245400000.0,-14300000.0
1099,Ang Lee,Brokeback Mountain,178100000.0,75050000.0
2245,Ang Lee,Taking Woodstock,10000000.0,-25000000.0
2838,Ang Lee,Life of Pi,609000000.0,184500000.0
2451,Hue Rhodes,Saint John of Las Vegas,102647.0,-1948676.5
2125,Neal Brennan,"The Goods: Live Hard, Sell Hard",15300000.0,-2350000.0
2195,Benny Boom,Next Day Air,10027047.0,2013523.5
2090,Scott Cooper,Crazy Heart,47400000.0,16700000.0
3122,Scott Cooper,Out of the Furnace,15700000.0,-14150000.0
3471,Scott Cooper,Black Mass,100000000.0,-3000000.0
411,David Wain,Wet Hot American Summer,295206.0,-1652397.0
1986,David Wain,Role Models,92400000.0,18200000.0
2928,David Wain,Wanderlust,24200000.0,-22900000.0
493,Rick Rosenthal,Halloween: Resurrection,37600000.0,5800000.0
494,Rick Rosenthal,Halloween: Resurrection,37600000.0,5800000.0
525,Wayne Wang,Maid in Manhattan,154900000.0,22450000.0
1094,Wayne Wang,Because of Winn-Dixie,33589427.0,2794713.5
1457,Wayne Wang,Last Holiday,43300000.0,-23350000.0
2680,Wayne Wang,Snow Flower and the Secret Fan,11348205.0,-325897.5
2304,Desmond Davis,Clash of the Titans,41000000.0,5500000.0
2596,Tate Taylor,The Help,216600000.0,83300000.0
3302,Tate Taylor,Get on Up,33400000.0,-13300000.0
3614,Tate Taylor,The Girl on the Train,173200000.0,41600000.0
1245,Susan Stroman,The Producers,38100000.0,-25950000.0
695,Jon Favreau,Elf,220400000.0,77200000.0
1306,Jon Favreau,Zathura,64300000.0,-32850000.0
1922,Jon Favreau,Iron Man,585200000.0,152600000.0
1923,Jon Favreau,Iron Man,585200000.0,152600000.0
2373,Jon Favreau,Iron Man 2,623900000.0,111950000.0
2374,Jon Favreau,Iron Man 2,623900000.0,111950000.0
2549,Jon Favreau,Cowboys & Aliens,174800000.0,-75600000.0
3537,Jon Favreau,The Jungle Book,966600000.0,308300000.0
1238,Niki Caro,North Country,25200000.0,-22400000.0
3401,Niki Caro,"McFarland, USA",45700000.0,5850000.0
2258,Patrick Tatopoulos,Underworld: Rise of the Lycans,91400000.0,10700000.0
2259,Patrick Tatopoulos,Underworld: Rise of the Lycans,91400000.0,10700000.0
521,John Schultz,Like Mike,62300000.0,1150000.0
1168,John Schultz,The Honeymooners,13200000.0,-18400000.0
2052,John Schultz,Aliens in the Attic,57900000.0,-16050000.0
2613,John Schultz,Judy Moody and the Not Bummer Summer,17000000.0,-11500000.0
97,Gina PrinceBythewood,Love & Basketball,27728118.0,-6135941.0
1990,Gina PrinceBythewood,The Secret Life of Bees,39947322.0,8973661.0
3352,Gina PrinceBythewood,Beyond the Lights,14600000.0,300000.0
167,Guy Ritchie,Snatch,83600000.0,31800000.0
606,Guy Ritchie,Swept Away,1000000.0,-9500000.0
2227,Guy Ritchie,Sherlock Holmes,524000000.0,172000000.0
2228,Guy Ritchie,Sherlock Holmes,524000000.0,172000000.0
2674,Guy Ritchie,Sherlock Holmes: A Game of Shadows,545400000.0,147700000.0
243,Simon Wincer,Crocodile Dundee in Los Angeles,39400000.0,-1450000.0
1292,Rob McKittrick,Waiting...,18637690.0,6318845.0
869,Istvn Szab,Being Julia,14339171.0,-10830414.5
250,George Gallo,Double Take,31600000.0,-8200000.0
692,George Gallo,Dysfunktional Family,2255000.0,-1872500.0
2415,George Gallo,Middle Men,754301.0,-19622849.5
604,Roger Kumble,The Sweetest Thing,68696770.0,-8651615.0
2348,Roger Kumble,Furry Vengeance,36236710.0,-16881645.0
733,Andrew Fleming,The In-Laws,26891849.0,-26554075.5
1746,Andrew Fleming,Nancy Drew,30700000.0,-4650000.0
1903,Andrew Fleming,Hamlet 2,4900000.0,-6550000.0
1025,Kerry Conran,Sky Captain and the World of Tomorrow,58000000.0,-41000000.0
723,Vadim Perelman,House of Sand and Fog,16942795.0,-8028602.5
1722,Vadim Perelman,The Life Before Her Eyes,7248490.0,-9375755.0
2035,Charles Robert Carner,Witless Protection,4161625.0,-5419187.5
2241,Steven E de Souza,Street Fighter,99423521.0,14711760.5
426,Denzel Washington,Antwone Fisher,23400000.0,-800000.0
145,Don Paul,The Road to El Dorado,76400000.0,-56800000.0
1576,James McTeigue,V for Vendetta,132500000.0,12250000.0
1708,James McTeigue,The Invasion,40200000.0,-44900000.0
2199,James McTeigue,Ninja Assassin,61600000.0,-9200000.0
2752,Ted Koland,Best Man Down,1938.0,-1499031.0
2753,Ted Koland,Best Man Down,1938.0,-1499031.0
1708,Oliver Hirschbiegel,The Invasion,40200000.0,-44900000.0
3254,Camille Delamarre,Brick Mansions,69000000.0,11500000.0
11,Joan Chen,Autumn in New York,90700000.0,-19650000.0
1933,Fred Durst,The Longshots,11767866.0,-17116067.0
2370,John Requa,I Love You Phillip Morris,20700000.0,-2650000.0
2550,John Requa,"Crazy, Stupid, Love",142900000.0,21450000.0
3402,John Requa,Focus,159100000.0,29450000.0
3516,John Requa,Whiskey Tango Foxtrot,24900000.0,-22550000.0
87,Bernard Rose,Ivans Xtc,47027.0,-112486.5
3387,Dean Israelite,Project Almanac,33200000.0,4600000.0
3023,Ryan Coogler,Fruitvale Station,17400000.0,7800000.0
2298,Brad Peyton,Cats & Dogs: The Revenge of Kitty Galore,112500000.0,-28750000.0
2831,Brad Peyton,Journey 2: The Mysterious Island,335300000.0,88650000.0
3452,Brad Peyton,San Andreas,474000000.0,127000000.0
1519,Asif Kapadia,The Return,11992014.0,-9003993.0
879,Beeban Kidron,Bridget Jones: The Edge of Reason,262500000.0,91250000.0
3470,Aleksander Bach,Hitman: Agent 47,82300000.0,6150000.0
1288,Meiert Avis,Undiscovered,1100000.0,-8450000.0
2695,Matthijs van Heijningen Jr,The Thing,27400000.0,-24300000.0
2807,Jennifer Westfeldt,Friends with Kids,13000000.0,-3500000.0
2049,Max Mayer,Adam,12549605.0,3074802.5
2516,Gavin Wiesen,The Art of Getting By,2000000.0,-3000000.0
605,Andy Tennant,Sweet Home Alabama,180600000.0,60300000.0
1166,Andy Tennant,Hitch,368100000.0,114050000.0
1893,Andy Tennant,Fool's Gold,111231041.0,-14384479.5
2291,Andy Tennant,The Bounty Hunter,136300000.0,28150000.0
1216,Tom McGrath,Madagascar,532700000.0,191350000.0
1217,Tom McGrath,Madagascar,532700000.0,191350000.0
1936,Tom McGrath,Madagascar: Escape 2 Africa,603900000.0,151950000.0
1937,Tom McGrath,Madagascar: Escape 2 Africa,603900000.0,151950000.0
2414,Tom McGrath,Megamind,321800000.0,30900000.0
2846,Tom McGrath,Madagascar 3: Europe's Most Wanted,746900000.0,228450000.0
560,Hamilton Luske,Peter Pan,87400000.0,39700000.0
3410,Hamilton Luske,Cinderella,263600000.0,128900000.0
429,Martyn Burke,Avenging Angelo,824597.0,-16587701.5
1678,Edgar Wright Dont,Grindhouse,25400000.0,-40300000.0
702,Alex Kendrick,Flywheel,37000.0,-1500.0
1387,Alex Kendrick,Facing the Giants,10243159.0,5021579.5
1890,Alex Kendrick,Fireproof,33473297.0,16236648.5
2548,Alex Kendrick,Courageous,34522221.0,15261110.5
902,Angela Robinson,D.E.B.S.,97446.0,-3451277.0
1162,Angela Robinson,Herbie: Fully Loaded,144100000.0,22050000.0
2112,Robert Kenner,"Food, Inc.",4600000.0,1300000.0
232,Gary Hardwick,The Brothers,27958191.0,7979095.5
71,Davis Guggenheim,Gossip,12591270.0,-17704365.0
1439,Davis Guggenheim,An Inconvenient Truth,49800000.0,23400000.0
1676,Davis Guggenheim,Gracie,3826568.0,-7086716.0
2904,Zal Batmanglij,Sound of My Voice,408015.0,69007.5
2453,Kevin Greutert,Saw 3D,136100000.0,51050000.0
3370,Angelina Jolie,Unbroken,163400000.0,16700000.0
43,Shigeyasu Yamauchi,Digimon: The Movie,16600000.0,3300000.0
3192,Rob Meltzer,Welcome to the Jungle,87397.0,-3456301.5
325,Mira Nair,Monsoon Wedding,30800000.0,14200000.0
1055,Mira Nair,Vanity Fair,19463185.0,-13268407.5
2056,Mira Nair,Amelia,19600000.0,-30200000.0
1319,Matt Tauber,The Architect,13737.0,-9993131.5
1026,Joe Nussbaum,Sleepover,10148953.0,-4925523.5
2654,Joe Nussbaum,Prom,10100000.0,-2950000.0
1327,David Hand,Bambi,267400000.0,132842000.0
1012,James Wan,Saw,103900000.0,50750000.0
1013,James Wan,Saw,103900000.0,50750000.0
1645,James Wan,Dead Silence,22000000.0,-9000000.0
1646,James Wan,Death Sentence,17000000.0,-11500000.0
2609,James Wan,Insidious,97000000.0,47000000.0
2988,James Wan,The Conjuring,318000000.0,139000000.0
2989,James Wan,The Conjuring,318000000.0,139000000.0
2990,James Wan,The Conjuring,318000000.0,139000000.0
3067,James Wan,Insidious: Chapter 2,161900000.0,75950000.0
3068,James Wan,Insidious,97000000.0,47000000.0
3423,James Wan,Furious 7,1516000000.0,568000000.0
3561,James Wan,The Conjuring 2,320300000.0,120150000.0
2517,Jason Winer,Arthur,45735397.0,-17132301.5
421,Spike Jonze,Adaptation.,32800000.0,-2600000.0
2268,Spike Jonze,Where the Wild Things Are,100100000.0,-49950000.0
3048,Spike Jonze,Her,48800000.0,1400000.0
225,John Moore,Behind Enemy Lines,92000000.0,6000000.0
1493,John Moore,The Omen,119500000.0,34750000.0
1942,John Moore,Max Payne,85800000.0,7900000.0
3030,John Moore,A Good Day to Die Hard,304700000.0,60350000.0
612,Corey Yuen,The Transporter,43900000.0,-2050000.0
613,Corey Yuen,The Transporter,43900000.0,-2050000.0
1379,Corey Yuen,DOA: Dead or Alive,7516532.0,-17241734.0
3312,Jeff Baena,Life After Beth,254881.0,-2272559.5
297,Harry Elfont,Josie and the Pussycats,14900000.0,-31550000.0
469,Danny DeVito,Death to Smoochy,8382938.0,-45808531.0
691,Danny DeVito,Duplex,19300000.0,-30350000.0
3002,Joseph GordonLevitt,Don Jon,41300000.0,17650000.0
2014,Pierre Morel,Taken,226800000.0,91400000.0
2015,Pierre Morel,Taken,226800000.0,91400000.0
2346,Pierre Morel,From Paris with Love,52826594.0,-25586703.0
3417,Pierre Morel,The Gunman,24200000.0,-27900000.0
3210,Christopher DouglasOlen Ray,Mega Shark Versus Crocosaurus,500543.0,150271.5
1438,Neil Burger,The Illusionist,87892388.0,27446194.0
1934,Neil Burger,The Lucky Ones,266967.0,-13866516.5
2624,Neil Burger,Limitless,161800000.0,53900000.0
3235,Neil Burger,Divergent,288900000.0,59450000.0
3236,Neil Burger,Divergent,288900000.0,59450000.0
953,Brad Bird,The Incredibles,633000000.0,224500000.0
1770,Brad Bird,Ratatouille,620700000.0,160350000.0
3449,Brad Bird,Tomorrowland,209200000.0,-85400000.0
2191,Jonas Elmer,New in Town,29010817.0,6505408.5
45,Kris Isacsson,Down to You,24400000.0,-22800000.0
3338,Gary Shore,Dracula Untold,217100000.0,38550000.0
2811,Patricia Riggen,Girl in Progress,3125320.0,-3437340.0
3522,Patricia Riggen,Miracles from Heaven,73900000.0,23950000.0
473,Charles Stone III,Drumline,57600000.0,8800000.0
983,Charles Stone III,Mr. 3000,21839377.0,-19080311.5
3596,Fede Alvarez,Don't Breathe,157100000.0,68650000.0
3320,Leigh Janiak,Honeymoon,9318.0,-995341.0
751,Jim Fall,The Lizzie McGuire Movie,55500000.0,10750000.0
2942,Carl Rinsch,47 Ronin,151800000.0,-99100000.0
2567,Dan Rush,Everything Must Go,2820490.0,-3589755.0
366,Wes Anderson,The Royal Tenenbaums,71400000.0,14700000.0
965,Wes Anderson,The Life Aquatic with Steve Zissou,34800000.0,-32600000.0
2105,Wes Anderson,Fantastic Mr. Fox,46400000.0,-16800000.0
2856,Wes Anderson,Moonrise Kingdom,68300000.0,18150000.0
418,Stephen Gaghan,Abandon,12300000.0,-18850000.0
1279,Stephen Gaghan,Syriana,94000000.0,-3000000.0
341,David Atkins,Novocaine,2036682.0,-4981659.0
12,Antoine Fuqua,Bait,15471969.0,-43264015.5
403,Antoine Fuqua,Training Day,104500000.0,7250000.0
817,Antoine Fuqua,Tears of the Sun,86500000.0,-31750000.0
959,Antoine Fuqua,King Arthur,203600000.0,-18200000.0
1788,Antoine Fuqua,Shooter,95700000.0,-13150000.0
2292,Antoine Fuqua,Brooklyn's Finest,36400000.0,1200000.0
3119,Antoine Fuqua,Olympus Has Fallen,161000000.0,10500000.0
3120,Antoine Fuqua,Olympus Has Fallen,161000000.0,10500000.0
3329,Antoine Fuqua,The Equalizer,192300000.0,41150000.0
3607,Antoine Fuqua,The Magnificent Seven,162400000.0,-26800000.0
615,Ron Clements,Treasure Planet,109600000.0,-85200000.0
2216,Ron Clements,The Princess and the Frog,267000000.0,28500000.0
3628,Ron Clements,Moana,617200000.0,158600000.0
1065,Paul McGuigan,Wicker Park,21568818.0,-19215591.0
1469,Paul McGuigan,Lucky Number Slevin,56300000.0,1150000.0
2220,Paul McGuigan,Push,48900000.0,-13550000.0
3477,Paul McGuigan,Victor Frankenstein,34200000.0,-22900000.0
2392,Daniel Stamm,The Last Exorcism,67700000.0,32050000.0
2477,Florian Henckel von Donnersmarck,The Tourist,278300000.0,39150000.0
2997,Niels Arden Oplev,Dead Man Down,18100000.0,-20950000.0
68,James Ivory,The Golden Bowl,5753678.0,-12123161.0
3227,Christopher Spencer,Son of God,67800000.0,11900000.0
2030,Timur Bekmambetov,Wanted,341400000.0,95700000.0
2728,Timur Bekmambetov,Abraham Lincoln: Vampire Hunter,116400000.0,-41300000.0
3592,Timur Bekmambetov,Ben-Hur,94100000.0,-52950000.0
608,Gary Winick,Tadpole,3200241.0,1450120.5
841,Gary Winick,13 Going on 30,96500000.0,11250000.0
1353,Gary Winick,Charlotte's Web,144877632.0,-12561184.0
2073,Gary Winick,Bride Wars,114700000.0,27350000.0
2402,Gary Winick,Letters to Juliet,80000000.0,10000000.0
935,Takashi Shimizu,The Grudge,187200000.0,83600000.0
936,Takashi Shimizu,The Grudge,187200000.0,83600000.0
1416,Takashi Shimizu,The Grudge 2,70700000.0,15350000.0
461,Kevin Reynolds,The Count of Monte Cristo,75400000.0,2700000.0
3509,Kevin Reynolds,Risen,46100000.0,3050000.0
354,Michael Bay,Pearl Harbor,449200000.0,92400000.0
647,Michael Bay,Bad Boys II,273300000.0,6650000.0
648,Michael Bay,Bad Boys,141400000.0,47700000.0
1187,Michael Bay,The Island,162900000.0,-44550000.0
1813,Michael Bay,Transformers,709700000.0,204850000.0
1814,Michael Bay,Transformers,709700000.0,204850000.0
2252,Michael Bay,Transformers: Revenge of the Fallen,836300000.0,218150000.0
2253,Michael Bay,Transformers: Revenge of the Fallen,836300000.0,218150000.0
2701,Michael Bay,Transformers: Dark of the Moon,1124000000.0,367000000.0
2702,Michael Bay,Transformers: Dark of the Moon,1124000000.0,367000000.0
3126,Michael Bay,Pain & Gain,86200000.0,17100000.0
3285,Michael Bay,Transformers: Age of Extinction,1104000000.0,342000000.0
3491,Michael Bay,13 Hours: The Secret Soldiers of Benghazi,70000000.0,-15000000.0
44,Eric Leighton,Dinosaur,349800000.0,47400000.0
1115,Kelsey T Howard,Cruel World,17986.0,-1991007.0
1655,Lajos Koltai,Evening,20016753.0,-19991623.5
1347,John Lasseter,Cars,462200000.0,111100000.0
1348,John Lasseter,Cars,462200000.0,111100000.0
2480,John Lasseter,Toy Story,373600000.0,156800000.0
2481,John Lasseter,Toy Story 2,497400000.0,158700000.0
2540,John Lasseter,Cars 2,562100000.0,81050000.0
1623,Neil Jordan,The Brave One,69787663.0,-35106168.5
2142,Nia Vardalos,I Hate Valentine's Day,3510643.0,-1244678.5
342,Tim Blake Nelson,O,19210835.0,4605417.5
3425,Alex Garland,Ex Machina,36900000.0,3450000.0
2897,Michael J Bassett,Silent Hill: Revelation,52300000.0,6150000.0
2519,Sarah Smith,Arthur Christmas,147000000.0,-26500000.0
674,Jon Amiel,The Core,74000000.0,-48000000.0
1164,David Cronenberg,A History of Violence,60700000.0,-1650000.0
1165,David Cronenberg,A History of Violence,60700000.0,-1650000.0
1651,David Cronenberg,Eastern Promises,56100000.0,-21950000.0
3404,David Cronenberg,Maps to the Stars,4000000.0,-11000000.0
1003,Shane Carruth,Primer,424760.0,205380.0
3181,Shane Carruth,Upstream Color,584881.0,242440.5
847,Oliver Stone,Alexander,167300000.0,-71350000.0
1587,Oliver Stone,World Trade Center,163000000.0,16500000.0
2026,Oliver Stone,W.,29500000.0,-10350000.0
2490,Oliver Stone,Wall Street: Money Never Sleeps,134700000.0,-2650000.0
2491,Oliver Stone,Wall Street,43800000.0,6900000.0
2894,Oliver Stone,Savages,83000000.0,-3500000.0
3485,Oliver Stone,Snowden,37300000.0,-21350000.0
3486,Oliver Stone,Snowden,37300000.0,-21350000.0
1258,Breck Eisner,Sahara,119300000.0,-100350000.0
2311,Breck Eisner,The Crazies,54800000.0,7400000.0
76,Mark Piznarski,Here on Earth,10873148.0,-9563426.0
216,Chris Weitz,American Pie,235483004.0,106741502.0
251,Chris Weitz,Down to Earth,71200000.0,-13400000.0
419,Chris Weitz,About a Boy,130549455.0,35274727.5
1672,Chris Weitz,The Golden Compass,372000000.0,6000000.0
2192,Chris Weitz,The Twilight Saga: New Moon,709700000.0,304850000.0
2193,Chris Weitz,The Twilight Saga: New Moon,709700000.0,304850000.0
2528,Chris Weitz,A Better Life,1759252.0,-9120374.0
1740,Harmony Korine,Mr. Lonely,393813.0,-8003093.5
3165,Harmony Korine,Spring Breakers,31700000.0,10850000.0
2207,Christian Alvart,Pandorum,20645327.0,-22677336.5
2295,Christian Alvart,Case 39,28200000.0,-11900000.0
2060,Brett Simon,Assassination of a High School President,6000000.0,-8500000.0
2048,Shane Acker,9,48400000.0,-5800000.0
3093,Daniel Schechter,Life of Crime,1500000.0,-11250000.0
269,John Carpenter,Ghosts of Mars,14000000.0,-21000000.0
1144,John Carpenter,The Fog,21300000.0,9650000.0
2696,John Carpenter,The Thing,19600000.0,-5200000.0
2254,Michael Dougherty,Trick 'r Treat,13500000.0,-5250000.0
350,Tom Sito,Osmosis Jones,14000000.0,-63000000.0
3545,Peter Atencio,Keanu,20700000.0,-4650000.0
664,Bo Welch,Dr. Seuss' The Cat in the Hat,134000000.0,-42000000.0
1541,Andy Fickman,She's the Man,57200000.0,8600000.0
1667,Andy Fickman,The Game Plan,146600000.0,51300000.0
2221,Andy Fickman,Race to Witch Mountain,106400000.0,3200000.0
2502,Andy Fickman,You Again,32000000.0,-4000000.0
2866,Andy Fickman,Parental Guidance,119800000.0,34900000.0
3433,Andy Fickman,Paul Blart: Mall Cop 2,107600000.0,13800000.0
2483,Steven Lisberger,Tron,33000000.0,-500000.0
3204,Tyler Gillett,Devil's Due,36900000.0,11450000.0
1346,Steven Goldmann,Broken Bridges,34700000.0,6350000.0
3499,Alessandro Carloni,Kung Fu Panda 3,521200000.0,115600000.0
522,Chris Sanders,Lilo & Stitch,273100000.0,56550000.0
2367,Chris Sanders,How to Train Your Dragon,494900000.0,82450000.0
2368,Chris Sanders,How to Train Your Dragon,494900000.0,82450000.0
2993,Chris Sanders,The Croods,587200000.0,158600000.0
569,D J Caruso,The Salton Sea,1000000.0,-17500000.0
1044,D J Caruso,Taking Lives,65400000.0,-12300000.0
1286,D J Caruso,Two for the Money,30500000.0,-19750000.0
1648,D J Caruso,Disturbia,117800000.0,38900000.0
1881,D J Caruso,Eagle Eye,178100000.0,9050000.0
2604,D J Caruso,I Am Number Four,150000000.0,25000000.0
3603,D J Caruso,The Disappointments Room,5700000.0,-12150000.0
640,David Gordon Green,All the Real Girls,548712.0,-2225644.0
1965,David Gordon Green,Pineapple Express,101600000.0,23800000.0
2675,David Gordon Green,The Sitter,34900000.0,-7550000.0
2720,David Gordon Green,Your Highness,28000000.0,-36000000.0
3077,David Gordon Green,Joe,2360000.0,-2820000.0
3140,David Gordon Green,Prince Avalanche,442313.0,-503843.5
