,title_clean,profit_class,revenues_clean,gross_profit,return,costs_clean,release_date,release_week,length_clean,main_topic,site,number_topic
1997,The Sisterhood of the Traveling Pants 2,0.0,44352417.0,-4823791.5,-0.178658944444,27000000.0,2008-08-06,32.0,120,lda_topic_497,https://en.wikipedia.org/wiki/The_Sisterhood_of_the_Traveling_Pants_2,50
1998,Smart People,,11839695.0,,,,2008-04-11,15.0,95,lda_topic_497,https://en.wikipedia.org/wiki/Smart_People,50
1999,Soul Men,0.0,12331637.0,-33834181.5,-0.8458545375,40000000.0,2008-11-07,45.0,100,lda_topic_68,https://en.wikipedia.org/wiki/Soul_Men_(film),53
2000,Space Chimps,0.0,64800000.0,-4600000.0,-0.124324324324,37000000.0,2008-07-18,29.0,801,lda_topic_77,https://en.wikipedia.org/wiki/Space_Chimps,55
2001,Speed Racer,0.0,93900000.0,-73050000.0,-0.60875,120000000.0,2008-05-09,19.0,135.0,lda_topic_68,https://en.wikipedia.org/wiki/Speed_Racer_(film),53
2002,The Spiderwick Chronicles,0.0,162839667.0,-8580166.5,-0.0953351833333,90000000.0,2008-02-14,7.0,951,lda_topic_77,https://en.wikipedia.org/wiki/The_Spiderwick_Chronicles_(film),55
2003,The Spirit,0.0,39000000.0,-40500000.0,-0.675,60000000.0,2008-12-25,52.0,103.0,lda_topic_68,https://en.wikipedia.org/wiki/The_Spirit_(film),53
2004,Star Wars: The Clone Wars,1.0,68300000.0,25650000.0,3.01764705882,8500000.0,2008-08-15,33.0,981,lda_topic_497,https://en.wikipedia.org/wiki/Star_Wars:_The_Clone_Wars_(film),50
2005,Step Brothers,0.0,128100000.0,-950000.0,-0.0146153846154,65000000.0,2008-07-25,30.0,9810.0,lda_topic_497,https://en.wikipedia.org/wiki/Step_Brothers_(film),50
2006,Step Up 2: The Streets,1.0,150800000.0,57900000.0,3.30857142857,17500000.0,2008-02-14,7.0,98,lda_topic_497,https://en.wikipedia.org/wiki/Step_Up_2:_The_Streets,50
2008,Stop-Loss,0.0,11207130.0,-19396435.0,-0.7758574,25000000.0,2008-03-28,13.0,112,lda_topic_68,https://en.wikipedia.org/wiki/Stop-Loss_(film),53
2009,Strange Wilderness,0.0,6900000.0,-16550000.0,-0.8275,20000000.0,2008-02-01,5.0,87,lda_topic_77,https://en.wikipedia.org/wiki/Strange_Wilderness,55
2010,The Strangers,1.0,82400000.0,32200000.0,3.57777777778,9000000.0,2008-05-30,22.0,851,lda_topic_68,https://en.wikipedia.org/wiki/The_Strangers_(2008_film),53
2011,Street Kings,1.0,65600000.0,12800000.0,0.64,20000000.0,2008-04-11,15.0,109,lda_topic_68,https://en.wikipedia.org/wiki/Street_Kings,53
2012,Superhero Movie,1.0,71200000.0,600000.0,0.0171428571429,35000000.0,2008-03-28,13.0,861,lda_topic_330,https://en.wikipedia.org/wiki/Superhero_Movie,22
2013,Swing Vote,0.0,17600000.0,-12200000.0,-0.580952380952,21000000.0,2008-08-01,31.0,120,lda_topic_68,https://en.wikipedia.org/wiki/Swing_Vote_(2008_film),53
2014,Taken,1.0,226800000.0,91400000.0,4.15454545455,22000000.0,2008-09-26,39.0,901,lda_topic_68,https://en.wikipedia.org/wiki/Taken_(film),53
2016,The Tale of Despereaux,0.0,86900000.0,-16550000.0,-0.275833333333,60000000.0,2008-12-19,51.0,93,lda_topic_68,https://en.wikipedia.org/wiki/The_Tale_of_Despereaux_(film),53
2017,Traitor,0.0,27640957.0,-8179521.5,-0.371796431818,22000000.0,,,114,lda_topic_497,https://en.wikipedia.org/wiki/Traitor_(film),50
2018,Tropic Thunder,1.0,188100000.0,2050000.0,0.0222826086957,92000000.0,2008-08-13,33.0,106.0,lda_topic_77,https://en.wikipedia.org/wiki/Tropic_Thunder,55
2019,Twilight,1.0,393600000.0,159800000.0,4.31891891892,37000000.0,2008-11-21,47.0,121112.0,lda_topic_68,https://en.wikipedia.org/wiki/Twilight_(2008_film),53
2021,U2 3D,0.0,26200000.0,-1900000.0,-0.126666666667,15000000.0,2008-02-15,7.0,85,lda_topic_68,https://en.wikipedia.org/wiki/U2_3D,53
2022,Untraceable,0.0,52659594.0,-8670203.0,-0.247720085714,35000000.0,2008-01-25,4.0,101.0,lda_topic_497,https://en.wikipedia.org/wiki/Untraceable,50
2023,Valkyrie,1.0,200000000.0,25000000.0,0.333333333333,75000000.0,2008-12-25,52.0,124,lda_topic_77,https://en.wikipedia.org/wiki/Valkyrie_(film),55
2024,Vantage Point,1.0,151100000.0,35550000.0,0.88875,40000000.0,2008-02-22,8.0,90,lda_topic_68,https://en.wikipedia.org/wiki/Vantage_Point_(film),53
2025,Vicky Cristina Barcelona,1.0,96409300.0,33204650.0,2.21364333333,15000000.0,2008-08-15,33.0,97,lda_topic_497,https://en.wikipedia.org/wiki/Vicky_Cristina_Barcelona,50
2026,W.,0.0,29500000.0,-10350000.0,-0.41235059761,25100000.0,2008-10-17,42.0,129,lda_topic_109,https://en.wikipedia.org/wiki/W._(film),2
2027,The Wackness,,3175469.0,,,,2008-07-03,27.0,104,lda_topic_497,https://en.wikipedia.org/wiki/The_Wackness,50
2028,WALL-E,1.0,533300000.0,86650000.0,0.481388888889,180000000.0,2008-06-27,26.0,98,lda_topic_77,https://en.wikipedia.org/wiki/WALL-E,55
2029,Waltz with Bashir,,2000000.0,,,,,,1.32008200805e+25,lda_topic_497,https://en.wikipedia.org/wiki/Waltz_with_Bashir,50
2030,Wanted,1.0,341400000.0,95700000.0,1.276,75000000.0,2008-06-27,26.0,110,lda_topic_68,https://en.wikipedia.org/wiki/Wanted_(2008_film),53
2031,"War, Inc.",0.0,1296184.0,-9351908.0,-0.9351908,10000000.0,2008-05-23,21.0,106,lda_topic_68,"https://en.wikipedia.org/wiki/War,_Inc.",53
2032,Welcome Home Roscoe Jenkins,0.0,43650785.0,-13174607.5,-0.376417357143,35000000.0,2008-02-08,6.0,114,lda_topic_497,https://en.wikipedia.org/wiki/Welcome_Home_Roscoe_Jenkins,50
2033,What Happens in Vegas,1.0,219300000.0,74650000.0,2.13285714286,35000000.0,2008-05-09,19.0,99,lda_topic_497,https://en.wikipedia.org/wiki/What_Happens_in_Vegas,50
2034,What Just Happened,0.0,6710888.0,-21644556.0,-0.86578224,25000000.0,2008-10-17,42.0,104,lda_topic_68,https://en.wikipedia.org/wiki/What_Just_Happened,53
2035,Witless Protection,0.0,4161625.0,-5419187.5,-0.722558333333,7500000.0,2008-02-22,8.0,99,lda_topic_497,https://en.wikipedia.org/wiki/Witless_Protection,50
2036,The Women,1.0,50000000.0,9000000.0,0.5625,16000000.0,2008-09-12,37.0,114,lda_topic_497,https://en.wikipedia.org/wiki/The_Women_(2008_film),50
2038,The Wrestler,1.0,44700000.0,16350000.0,2.725,6000000.0,2008-12-17,51.0,109.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Wrestler_(2008_film),50
2039,The X-Files: I Want to Believe,1.0,68400000.0,4200000.0,0.14,30000000.0,2008-07-25,30.0,104.0,lda_topic_68,https://en.wikipedia.org/wiki/The_X-Files:_I_Want_to_Believe,53
2040,The X-Files,1.0,189200000.0,28600000.0,0.433333333333,66000000.0,1998-06-19,25.0,121.0,lda_topic_68,https://en.wikipedia.org/wiki/The_X-Files_(film),53
2041,Yes Man,1.0,223200000.0,41600000.0,0.594285714286,70000000.0,2008-12-26,52.0,104,lda_topic_497,https://en.wikipedia.org/wiki/Yes_Man_(film),50
2042,You Don't Mess with the Zohan,1.0,201100000.0,10550000.0,0.117222222222,90000000.0,2008-06-06,23.0,112.0,lda_topic_497,https://en.wikipedia.org/wiki/You_Don%27t_Mess_with_the_Zohan,50
2043,Zack and Miri Make a Porno,0.0,42100000.0,-2950000.0,-0.122916666667,24000000.0,2008-10-31,44.0,101,lda_topic_497,https://en.wikipedia.org/wiki/Zack_and_Miri_Make_a_Porno,50
2044,500 Days of Summer,1.0,60700000.0,22850000.0,3.04666666667,7500000.0,2009-08-07,32.0,95,lda_topic_497,https://en.wikipedia.org/wiki/(500)_Days_of_Summer,50
2045,12 Rounds,0.0,29672000.0,-7164000.0,-0.325636363636,22000000.0,2009-03-27,13.0,109,lda_topic_68,https://en.wikipedia.org/wiki/12_Rounds_(film),53
2046,17 Again,1.0,136300000.0,28150000.0,0.70375,40000000.0,2009-04-17,16.0,105,lda_topic_497,https://en.wikipedia.org/wiki/17_Again_(film),50
2047,2012,1.0,769700000.0,184850000.0,0.92425,200000000.0,2009-11-13,46.0,158,lda_topic_77,https://en.wikipedia.org/wiki/2012_(film),55
2048,9,0.0,48400000.0,-5800000.0,-0.193333333333,30000000.0,2009-09-09,37.0,791,lda_topic_77,https://en.wikipedia.org/wiki/9_(2009_animated_film),55
2049,Adam,1.0,12549605.0,3074802.5,0.96087578125,3200000.0,2009-07-29,31.0,99,lda_topic_497,https://en.wikipedia.org/wiki/Adam_(2009_film),50
2050,Adventureland,0.0,17200000.0,-1200000.0,-0.122448979592,9800000.0,2009-04-03,14.0,107,lda_topic_497,https://en.wikipedia.org/wiki/Adventureland_(film),50
2051,After.Life,,2002618.0,,,,2009-11-07,45.0,104,lda_topic_497,https://en.wikipedia.org/wiki/After.Life,50
2052,Aliens in the Attic,0.0,57900000.0,-16050000.0,-0.356666666667,45000000.0,2009-07-31,31.0,86,lda_topic_77,https://en.wikipedia.org/wiki/Aliens_in_the_Attic,55
2053,All About Steve,1.0,40100000.0,5050000.0,0.336666666667,15000000.0,2009-09-04,36.0,99,lda_topic_68,https://en.wikipedia.org/wiki/All_About_Steve,53
2054,Alvin and the Chipmunks: The Squeakquel,1.0,443140005.0,151570002.5,2.16528575,70000000.0,2009-12-23,52.0,88,lda_topic_68,https://en.wikipedia.org/wiki/Alvin_and_the_Chipmunks:_The_Squeakquel,53
2056,Amelia,0.0,19600000.0,-30200000.0,-0.755,40000000.0,2009-10-23,43.0,111,lda_topic_68,https://en.wikipedia.org/wiki/Amelia_(film),53
2057,Angels & Demons,1.0,485900000.0,92950000.0,0.619666666667,150000000.0,2009-05-15,20.0,138.0,lda_topic_68,https://en.wikipedia.org/wiki/Angels_%26_Demons_(film),53
2058,The Answer Man,,47865.0,,,,2009-07-24,30.0,95,lda_topic_68,https://en.wikipedia.org/wiki/The_Answer_Man_(film),53
2059,Armored,0.0,22942221.0,-8528889.5,-0.426444475,20000000.0,2009-12-04,49.0,88,lda_topic_68,https://en.wikipedia.org/wiki/Armored_(film),53
2060,Assassination of a High School President,0.0,6000000.0,-8500000.0,-0.739130434783,11500000.0,2008-01-17,3.0,93,lda_topic_77,https://en.wikipedia.org/wiki/Assassination_of_a_High_School_President,55
2061,Astro Boy,0.0,41600000.0,-44200000.0,-0.68,65000000.0,2009-10-23,43.0,95,lda_topic_77,https://en.wikipedia.org/wiki/Astro_Boy_(film),55
2062,Avatar,1.0,2788000000.0,1157000000.0,4.88185654008,237000000.0,2009-12-18,51.0,161.0,lda_topic_77,https://en.wikipedia.org/wiki/Avatar_(2009_film),55
2063,Away We Go,0.0,14899417.0,-9550291.5,-0.561781852941,17000000.0,2009-06-05,23.0,98,lda_topic_497,https://en.wikipedia.org/wiki/Away_We_Go,50
2064,Bad Lieutenant: Port of Call New Orleans,0.0,10600000.0,-19700000.0,-0.788,25000000.0,2009-11-20,47.0,122.0,lda_topic_68,https://en.wikipedia.org/wiki/The_Bad_Lieutenant:_Port_of_Call_New_Orleans,53
2065,Bandslam,0.0,12225023.0,-13887488.5,-0.694374425,20000000.0,2009-08-14,33.0,111,lda_topic_497,https://en.wikipedia.org/wiki/Bandslam,50
2066,Battle for Terra,0.0,6100000.0,-950000.0,-0.2375,4000000.0,2009-05-01,18.0,90,lda_topic_77,https://en.wikipedia.org/wiki/Battle_for_Terra,55
2067,Beyond a Reasonable Doubt,0.0,3992844.0,-23003578.0,-0.92014312,25000000.0,2009-09-11,37.0,106,lda_topic_68,https://en.wikipedia.org/wiki/Beyond_a_Reasonable_Doubt_(2009_film),53
2068,Big Fan,,234540.0,,,,2009-08-28,35.0,88,lda_topic_109,https://en.wikipedia.org/wiki/Big_Fan,2
2069,The Blind Side,1.0,309200000.0,125600000.0,4.33103448276,29000000.0,2009-11-20,47.0,126.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Blind_Side_(film),50
2070,The Boondock Saints II: All Saints Day,0.0,10600000.0,-2700000.0,-0.3375,8000000.0,2009-10-30,44.0,117,lda_topic_68,https://en.wikipedia.org/wiki/The_Boondock_Saints_II:_All_Saints_Day,53
2071,The Boondock Saints,0.0,30471.0,-5984764.5,-0.99746075,6000000.0,2000-01-21,3.0,108,lda_topic_68,https://en.wikipedia.org/wiki/The_Boondock_Saints,53
2072,The Box,0.0,33300000.0,-13350000.0,-0.445,30000000.0,2009-11-06,45.0,115,lda_topic_68,https://en.wikipedia.org/wiki/The_Box_(2009_film),53
2073,Bride Wars,1.0,114700000.0,27350000.0,0.911666666667,30000000.0,2009-01-09,2.0,89,lda_topic_497,https://en.wikipedia.org/wiki/Bride_Wars,50
2074,Brothers,0.0,43300000.0,-4350000.0,-0.167307692308,26000000.0,2009-12-04,49.0,105,lda_topic_77,https://en.wikipedia.org/wiki/Brothers_(2009_film),55
2075,The Brothers Bloom,0.0,5500000.0,-17250000.0,-0.8625,20000000.0,2009-05-15,20.0,114.0,lda_topic_68,https://en.wikipedia.org/wiki/The_Brothers_Bloom,53
2077,Capitalism: A Love Story,0.0,17400000.0,-11300000.0,-0.565,20000000.0,2009-10-02,40.0,127.0,lda_topic_497,https://en.wikipedia.org/wiki/Capitalism:_A_Love_Story,50
2078,Carriers,,5802422.0,,,,2009-09-04,36.0,85,lda_topic_497,https://en.wikipedia.org/wiki/Carriers_(film),50
2079,A Christmas Carol,0.0,325300000.0,-12350000.0,-0.0705714285714,175000000.0,2009-11-06,45.0,951,lda_topic_497,https://en.wikipedia.org/wiki/A_Christmas_Carol_(2009_film),50
2080,Cirque du Freak: The Vampire's Assistant,0.0,39232113.0,-20383943.5,-0.5095985875,40000000.0,2009-10-23,43.0,109.0,lda_topic_109,https://en.wikipedia.org/wiki/Cirque_du_Freak:_The_Vampire%27s_Assistant,2
2081,Cloudy with a Chance of Meatballs,1.0,243000000.0,21500000.0,0.215,100000000.0,2009-09-18,38.0,90,lda_topic_77,https://en.wikipedia.org/wiki/Cloudy_with_a_Chance_of_Meatballs_(film),55
2083,Cold Souls,,1023416.0,,,,2009-08-07,32.0,101,lda_topic_68,https://en.wikipedia.org/wiki/Cold_Souls,53
2084,The Collector,1.0,9400000.0,1700000.0,0.566666666667,3000000.0,2009-07-31,31.0,90,lda_topic_68,https://en.wikipedia.org/wiki/The_Collector_(2009_film),53
2085,Confessions of a Shopaholic,0.0,108300000.0,-850000.0,-0.0154545454545,55000000.0,2009-02-13,7.0,104,lda_topic_497,https://en.wikipedia.org/wiki/Confessions_of_a_Shopaholic_(film),50
2086,Coraline,1.0,124600000.0,2300000.0,0.0383333333333,60000000.0,2009-02-06,6.0,100.0,lda_topic_77,https://en.wikipedia.org/wiki/Coraline_(film),55
2087,Couples Retreat,1.0,171800000.0,25900000.0,0.431666666667,60000000.0,2009-10-09,41.0,113,lda_topic_497,https://en.wikipedia.org/wiki/Couples_Retreat,50
2088,The Cove,,1140043.0,,,,2009-07-31,31.0,87,lda_topic_497,https://en.wikipedia.org/wiki/The_Cove_(film),50
2089,Crank: High Voltage,0.0,34600000.0,-2700000.0,-0.135,20000000.0,2009-04-17,16.0,961,lda_topic_68,https://en.wikipedia.org/wiki/Crank:_High_Voltage,53
2090,Crazy Heart,1.0,47400000.0,16700000.0,2.38571428571,7000000.0,2009-12-16,51.0,112,lda_topic_497,https://en.wikipedia.org/wiki/Crazy_Heart,50
2091,The Cross,,741557.0,,,,2009-03-27,13.0,90,lda_topic_497,https://en.wikipedia.org/wiki/The_Cross_(2009_film),50
2092,Crossing Over,,3529869.0,,,,2009-02-27,9.0,113,lda_topic_68,https://en.wikipedia.org/wiki/Crossing_Over_(film),53
2093,Dance Flick,0.0,32000000.0,-9000000.0,-0.36,25000000.0,2009-05-22,21.0,83,lda_topic_68,https://en.wikipedia.org/wiki/Dance_Flick,53
2094,Did You Hear About the Morgans?,0.0,85300000.0,-15350000.0,-0.264655172414,58000000.0,2009-12-18,51.0,103.0,lda_topic_77,https://en.wikipedia.org/wiki/Did_You_Hear_About_the_Morgans%3F,55
2095,District 9,1.0,210800000.0,75400000.0,2.51333333333,30000000.0,2009-08-28,35.0,112.0,lda_topic_77,https://en.wikipedia.org/wiki/District_9,55
2096,Drag Me to Hell,1.0,90800000.0,15400000.0,0.513333333333,30000000.0,2009-05-29,22.0,991,lda_topic_68,https://en.wikipedia.org/wiki/Drag_Me_to_Hell,53
2097,Dragonball Evolution,0.0,57500000.0,-1250000.0,-0.0416666666667,30000000.0,2009-04-10,15.0,841,lda_topic_77,https://en.wikipedia.org/wiki/Dragonball_Evolution,55
2098,Duplicity,0.0,78100000.0,-20950000.0,-0.349166666667,60000000.0,2009-03-20,12.0,125.0,lda_topic_465,https://en.wikipedia.org/wiki/Duplicity_(film),44
2099,Echelon Conspiracy,,2186782.0,,,,2009-02-27,9.0,105,lda_topic_68,https://en.wikipedia.org/wiki/Echelon_Conspiracy,53
2100,Every Little Step,,2443479.0,,,,2009-04-17,16.0,96,lda_topic_497,https://en.wikipedia.org/wiki/Every_Little_Step_(film),50
2101,Everybody's Fine,0.0,15986449.0,-13006775.5,-0.619370261905,21000000.0,2009-12-04,49.0,99,lda_topic_497,https://en.wikipedia.org/wiki/Everybody%27s_Fine_(2009_film),50
2102,Extract,0.0,10800000.0,-2600000.0,-0.325,8000000.0,2009-09-04,36.0,921,lda_topic_497,https://en.wikipedia.org/wiki/Extract_(film),50
2103,Fame,1.0,77184633.0,20592316.5,1.14401758333,18000000.0,2009-09-25,39.0,107,lda_topic_497,https://en.wikipedia.org/wiki/Fame_(2009_film),50
2105,Fantastic Mr. Fox,0.0,46400000.0,-16800000.0,-0.42,40000000.0,2009-11-25,48.0,87,lda_topic_77,https://en.wikipedia.org/wiki/Fantastic_Mr._Fox_(film),55
2106,Fast & Furious,1.0,363200000.0,96600000.0,1.13647058824,85000000.0,2009-04-03,14.0,107.0,lda_topic_448,https://en.wikipedia.org/wiki/Fast_%26_Furious_(2009_film),42
2108,Fighting,0.0,32474120.0,-8762940.0,-0.3505176,25000000.0,2009-04-24,17.0,10510.0,lda_topic_77,https://en.wikipedia.org/wiki/Fighting_(2009_film),55
2109,The Final Destination,1.0,186200000.0,53100000.0,1.3275,40000000.0,2009-08-28,35.0,82,lda_topic_68,https://en.wikipedia.org/wiki/The_Final_Destination,53
2111,Fired Up!,0.0,18599102.0,-10700449.0,-0.53502245,20000000.0,2009-02-20,8.0,89,lda_topic_68,https://en.wikipedia.org/wiki/Fired_Up!,53
2112,"Food, Inc.",1.0,4600000.0,1300000.0,1.3,1000000.0,2009-06-12,24.0,941,lda_topic_497,"https://en.wikipedia.org/wiki/Food,_Inc.",50
2113,Winged Creatures,,39171.0,,,,2009-07-31,31.0,100,lda_topic_497,https://en.wikipedia.org/wiki/Fragments_(film),50
2115,Friday the 13th,1.0,91300000.0,26650000.0,1.40263157895,19000000.0,2009-02-13,7.0,97,lda_topic_497,https://en.wikipedia.org/wiki/Friday_the_13th_(2009_film),50
2116,Funny People,0.0,71600000.0,-39200000.0,-0.522666666667,75000000.0,2009-07-31,31.0,146.0,lda_topic_68,https://en.wikipedia.org/wiki/Funny_People,53
2117,G-Force,0.0,292800000.0,-3600000.0,-0.024,150000000.0,2009-07-24,30.0,88,lda_topic_77,https://en.wikipedia.org/wiki/G-Force_(film),55
2118,G.I. Joe: The Rise of Cobra,0.0,302500000.0,-23750000.0,-0.135714285714,175000000.0,2009-08-07,32.0,118.0,lda_topic_77,https://en.wikipedia.org/wiki/G.I._Joe:_The_Rise_of_Cobra,55
2120,Gamer,0.0,40800000.0,-29600000.0,-0.592,50000000.0,2009-09-04,36.0,941,lda_topic_77,https://en.wikipedia.org/wiki/Gamer_(film),55
2121,Gentlemen Broncos,0.0,118192.0,-9940904.0,-0.9940904,10000000.0,2009-10-30,44.0,891,lda_topic_68,https://en.wikipedia.org/wiki/Gentlemen_Broncos,53
2122,Ghosts of Girlfriends Past,,102200000.0,,,,2009-05-01,18.0,95,lda_topic_497,https://en.wikipedia.org/wiki/Ghosts_of_Girlfriends_Past,50
2123,Gigantic,,165888.0,,,,2009-04-03,14.0,98,lda_topic_497,https://en.wikipedia.org/wiki/Gigantic_(2008_film),50
2124,The Girlfriend Experience,0.0,1007962.0,-1196019.0,-0.703540588235,1700000.0,2009-05-22,21.0,77,lda_topic_68,https://en.wikipedia.org/wiki/The_Girlfriend_Experience,53
2125,"The Goods: Live Hard, Sell Hard",0.0,15300000.0,-2350000.0,-0.235,10000000.0,2009-08-14,33.0,90,lda_topic_497,"https://en.wikipedia.org/wiki/The_Goods:_Live_Hard,_Sell_Hard",50
2126,The Great Buck Howard,,1000000.0,,,,2008-01-18,3.0,87,lda_topic_497,https://en.wikipedia.org/wiki/The_Great_Buck_Howard,50
2127,The Grudge 3,1.0,38600000.0,14300000.0,2.86,5000000.0,2009-05-12,20.0,90,lda_topic_497,https://en.wikipedia.org/wiki/The_Grudge_3,50
2128,Halloween II,1.0,39300000.0,4650000.0,0.31,15000000.0,2009-08-28,35.0,105.0,lda_topic_497,https://en.wikipedia.org/wiki/Halloween_II_(2009_film),50
2129,The Hangover,1.0,467500000.0,198750000.0,5.67857142857,35000000.0,2009-06-05,23.0,100.0,lda_topic_345,https://en.wikipedia.org/wiki/The_Hangover,25
2130,Hannah Montana: The Movie,1.0,155500000.0,47750000.0,1.59166666667,30000000.0,2009-04-10,15.0,102.0,lda_topic_497,https://en.wikipedia.org/wiki/Hannah_Montana:_The_Movie,50
2131,Harry Potter and the Half-Blood Prince,1.0,934400000.0,217200000.0,0.8688,250000000.0,2009-07-15,29.0,153.0,lda_topic_378,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Half-Blood_Prince_(film),29
2133,The Haunting in Connecticut,1.0,77527732.0,28763866.0,2.8763866,10000000.0,2009-03-27,13.0,92,lda_topic_68,https://en.wikipedia.org/wiki/The_Haunting_in_Connecticut,53
2135,He's Just Not That Into You,1.0,181100000.0,50550000.0,1.26375,40000000.0,2009-02-06,6.0,129.0,lda_topic_497,https://en.wikipedia.org/wiki/He%27s_Just_Not_That_Into_You_(film),50
2136,The Hole,0.0,10362785.0,-6818607.5,-0.568217291667,12000000.0,2009-09-11,37.0,923,lda_topic_68,https://en.wikipedia.org/wiki/The_Hole_(2009_film),53
2137,Homecoming,1.0,8500000.0,2750000.0,1.83333333333,1500000.0,2009-07-17,29.0,88,lda_topic_68,https://en.wikipedia.org/wiki/Homecoming_(2009_film),53
2138,Horsemen,,2400000.0,,,,2009-03-06,10.0,911,lda_topic_68,https://en.wikipedia.org/wiki/Horsemen_(film),53
2139,Hotel for Dogs,1.0,117000000.0,23500000.0,0.671428571429,35000000.0,2009-01-16,3.0,100,lda_topic_497,https://en.wikipedia.org/wiki/Hotel_for_Dogs_(film),50
2140,I Can Do Bad All By Myself,1.0,51733921.0,6866960.5,0.361418973684,19000000.0,2009-09-11,37.0,113,lda_topic_497,https://en.wikipedia.org/wiki/I_Can_Do_Bad_All_By_Myself_(film),50
2141,Madea Goes to Jail,1.0,90508336.0,27754168.0,1.58595245714,17500000.0,2009-02-20,8.0,103,lda_topic_497,https://en.wikipedia.org/wiki/Madea_Goes_to_Jail_(film),50
2142,I Hate Valentine's Day,0.0,3510643.0,-1244678.5,-0.414892833333,3000000.0,2009-07-03,27.0,98,lda_topic_497,https://en.wikipedia.org/wiki/I_Hate_Valentine%27s_Day,50
2143,I Hope They Serve Beer In Hell,0.0,1430000.0,-6285000.0,-0.897857142857,7000000.0,2009-09-25,39.0,105,lda_topic_68,https://en.wikipedia.org/wiki/I_Hope_They_Serve_Beer_in_Hell_(film),53
2144,The Hurt Locker,1.0,49200000.0,9600000.0,0.64,15000000.0,2009-06-26,26.0,131,lda_topic_68,https://en.wikipedia.org/wiki/The_Hurt_Locker,53
2145,"I Love You, Beth Cooper",0.0,15800000.0,-10100000.0,-0.561111111111,18000000.0,2009-07-10,28.0,102,lda_topic_497,"https://en.wikipedia.org/wiki/I_Love_You,_Beth_Cooper_(film)",50
2146,"I Love You, Man",1.0,91600000.0,5800000.0,0.145,40000000.0,2009-03-20,12.0,104.0,lda_topic_497,"https://en.wikipedia.org/wiki/I_Love_You,_Man",50
2147,Ice Age: Dawn of the Dinosaurs,1.0,886000000.0,353000000.0,3.92222222222,90000000.0,2009-07-01,27.0,94,lda_topic_77,https://en.wikipedia.org/wiki/Ice_Age:_Dawn_of_the_Dinosaurs,55
2149,Imagine That,0.0,23000000.0,-43500000.0,-0.790909090909,55000000.0,2009-06-12,24.0,107,lda_topic_497,https://en.wikipedia.org/wiki/Imagine_That_(film),50
2150,The Imaginarium of Doctor Parnassus,1.0,64400000.0,2200000.0,0.0733333333333,30000000.0,2010-01-08,1.0,123.0,lda_topic_477,https://en.wikipedia.org/wiki/The_Imaginarium_of_Doctor_Parnassus,45
2151,The Informant!,0.0,41771168.0,-1114416.0,-0.0506552727273,22000000.0,2009-09-18,38.0,108,lda_topic_497,https://en.wikipedia.org/wiki/The_Informant!,50
2152,The Informers,0.0,382174.0,-17808913.0,-0.989384055556,18000000.0,2009-04-24,17.0,98,lda_topic_497,https://en.wikipedia.org/wiki/The_Informers_(2008_film),50
2153,Inglourious Basterds,1.0,321500000.0,90750000.0,1.29642857143,70000000.0,2009-08-21,34.0,153.0,lda_topic_497,https://en.wikipedia.org/wiki/Inglourious_Basterds,50
2154,The International,0.0,60161391.0,-19919304.5,-0.39838609,50000000.0,2009-02-13,7.0,118.0,lda_topic_68,https://en.wikipedia.org/wiki/The_International_(2009_film),53
2155,Invictus,1.0,122200000.0,11100000.0,0.222,50000000.0,2009-12-11,50.0,133,lda_topic_109,https://en.wikipedia.org/wiki/Invictus_(film),2
2156,An Invisible Sign,,49859.0,,,,2011-05-06,18.0,96,lda_topic_68,https://en.wikipedia.org/wiki/An_Invisible_Sign,53
2157,The Invention of Lying,0.0,32700000.0,-2150000.0,-0.116216216216,18500000.0,2009-10-02,40.0,100,lda_topic_497,https://en.wikipedia.org/wiki/The_Invention_of_Lying,50
2158,It Might Get Loud,,1807506.0,,,,2009-08-14,33.0,,lda_topic_497,https://en.wikipedia.org/wiki/It_Might_Get_Loud,50
2159,It's Complicated,1.0,219100000.0,24550000.0,0.288823529412,85000000.0,2009-12-25,52.0,120,lda_topic_68,https://en.wikipedia.org/wiki/It%27s_Complicated_(film),53
2160,Janky Promoters,0.0,9069.0,-9995465.5,-0.99954655,10000000.0,2009-10-16,42.0,85,lda_topic_77,https://en.wikipedia.org/wiki/Janky_Promoters,55
2161,Jennifer's Body,0.0,31600000.0,-200000.0,-0.0125,16000000.0,2009-09-18,38.0,102.0,lda_topic_68,https://en.wikipedia.org/wiki/Jennifer%27s_Body,53
2162,Jonas Brothers: The 3D Concert Experience,,23200000.0,,,,2009-02-27,9.0,76185.0,lda_topic_68,https://en.wikipedia.org/wiki/Jonas_Brothers:_The_3D_Concert_Experience,53
2163,Julie & Julia,1.0,129500000.0,24750000.0,0.61875,40000000.0,2009-08-07,32.0,123,lda_topic_68,https://en.wikipedia.org/wiki/Julie_%26_Julia,53
2164,Knowing,1.0,187900000.0,43950000.0,0.879,50000000.0,2009-03-20,12.0,121,lda_topic_330,https://en.wikipedia.org/wiki/Knowing_(film),22
2165,Labor Pains,,1881854.0,,,,,,90,lda_topic_68,https://en.wikipedia.org/wiki/Labor_Pains,53
