,title_clean,profit_class,revenues_clean,gross_profit,return,costs_clean,release_date,release_week,length_clean,main_topic,site,number_topic
3078,Justice League: The Flashpoint Paradox,,4535680.0,,,,2013-07-30,31.0,81,lda_topic_77,https://en.wikipedia.org/wiki/Justice_League:_The_Flashpoint_Paradox,55
3079,Justin Bieber's Believe,1.0,11000000.0,500000.0,0.1,5000000.0,2013-12-25,52.0,921,lda_topic_497,https://en.wikipedia.org/wiki/Justin_Bieber%27s_Believe,50
3081,Kevin Hart: Let Me Explain,1.0,32300000.0,13650000.0,5.46,2500000.0,2013-07-03,27.0,75,lda_topic_497,https://en.wikipedia.org/wiki/Kevin_Hart:_Let_Me_Explain,50
3082,Kick-Ass 2,1.0,60700000.0,2350000.0,0.0839285714286,28000000.0,2014-02-22,8.0,103.0,lda_topic_401,https://en.wikipedia.org/wiki/Kick-Ass_2_(film),34
3083,Kill Your Darlings,,1686065.0,,,,2013-10-16,42.0,104.0,lda_topic_68,https://en.wikipedia.org/wiki/Kill_Your_Darlings_(2013_film),53
3084,Killing Season,,39881.0,,,,2013-07-12,28.0,91,lda_topic_497,https://en.wikipedia.org/wiki/Killing_Season_(film),50
3085,The Kings of Summer,,1400000.0,,,,2013-05-31,22.0,96,lda_topic_330,https://en.wikipedia.org/wiki/The_Kings_of_Summer,22
3086,Kiss of the Damned,,14752.0,,,,2013-05-28,22.0,97,lda_topic_68,https://en.wikipedia.org/wiki/Kiss_of_the_Damned,53
3087,Knife Fight,,5661.0,,,,2013-01-25,4.0,,lda_topic_497,https://en.wikipedia.org/wiki/Knife_Fight_(film),50
3088,Koch,,342941.0,,,,2013-02-01,5.0,95,lda_topic_497,https://en.wikipedia.org/wiki/Koch_(film),50
3089,The Last Exorcism Part II,1.0,15100000.0,2550000.0,0.51,5000000.0,2013-03-01,9.0,8818.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Last_Exorcism_Part_II,50
3090,The Last of Robin Hood,,288545.0,,,,2013-09-06,36.0,88,lda_topic_497,https://en.wikipedia.org/wiki/The_Last_of_Robin_Hood,50
3091,The Last Stand,0.0,48300000.0,-20850000.0,-0.463333333333,45000000.0,2013-01-18,3.0,107.0,lda_topic_68,https://en.wikipedia.org/wiki/The_Last_Stand_(2013_film),53
3092,Last Vegas,1.0,134400000.0,39200000.0,1.4,28000000.0,2013-11-01,44.0,105,lda_topic_497,https://en.wikipedia.org/wiki/Last_Vegas,50
3093,Life of Crime,0.0,1500000.0,-11250000.0,-0.9375,12000000.0,2014-08-29,35.0,993,lda_topic_497,https://en.wikipedia.org/wiki/Life_of_Crime_(film),50
3094,The Lone Ranger,0.0,260500000.0,-94750000.0,-0.421111111111,225000000.0,2013-07-03,27.0,149.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Lone_Ranger_(2013_film),50
3095,The Lords of Salem,0.0,1544989.0,-727505.5,-0.485003666667,1500000.0,2013-04-19,16.0,101,lda_topic_497,https://en.wikipedia.org/wiki/The_Lords_of_Salem_(film),50
3096,The Lost Medallion: The Adventures of Billy Stone,0.0,705854.0,-2147073.0,-0.8588292,2500000.0,2013-03-01,9.0,97,lda_topic_77,https://en.wikipedia.org/wiki/The_Lost_Medallion:_The_Adventures_of_Billy_Stone,55
3097,Lovelace,0.0,1600000.0,-11200000.0,-0.933333333333,12000000.0,2013-08-09,32.0,935,lda_topic_497,https://en.wikipedia.org/wiki/Lovelace_(film),50
3098,Lone Survivor,1.0,154800000.0,37400000.0,0.935,40000000.0,2013-12-25,52.0,121.0,lda_topic_77,https://en.wikipedia.org/wiki/Lone_Survivor_(film),55
3099,Lucky Them,,48995.0,,,,2014-05-30,22.0,97,lda_topic_497,https://en.wikipedia.org/wiki/Lucky_Them,50
3100,LUV (Learning Uncle Vincent),,156996.0,,,,2013-01-18,3.0,94,lda_topic_68,https://en.wikipedia.org/wiki/LUV_(film),53
3101,Machete Kills,0.0,15000000.0,-12500000.0,-0.625,20000000.0,2013-10-11,41.0,108.0,lda_topic_497,https://en.wikipedia.org/wiki/Machete_Kills,50
3102,A Madea Christmas,1.0,53400000.0,1700000.0,0.068,25000000.0,2013-12-13,50.0,100,lda_topic_497,https://en.wikipedia.org/wiki/A_Madea_Christmas_(film),50
3103,Man of Steel,1.0,668000000.0,109000000.0,0.484444444444,225000000.0,2013-06-14,24.0,143.0,lda_topic_77,https://en.wikipedia.org/wiki/Man_of_Steel_(film),55
3105,The Marine 3: Homefront,1.0,5000000.0,1000000.0,0.666666666667,1500000.0,2013-03-05,10.0,90,lda_topic_68,https://en.wikipedia.org/wiki/The_Marine_3:_Homefront,53
3106,Metallica Through the Never,0.0,7972967.0,-28013516.5,-0.875422390625,32000000.0,2013-09-27,39.0,941,lda_topic_68,https://en.wikipedia.org/wiki/Metallica_Through_the_Never,53
3107,Monsters University,1.0,744200000.0,172100000.0,0.8605,200000000.0,2013-06-21,25.0,104.0,lda_topic_68,https://en.wikipedia.org/wiki/Monsters_University,53
3108,The Mortal Instruments: City of Bones,0.0,90600000.0,-14700000.0,-0.245,60000000.0,2013-08-21,34.0,130.0,lda_topic_77,https://en.wikipedia.org/wiki/The_Mortal_Instruments:_City_of_Bones,55
3109,Movie 43,1.0,32400000.0,10200000.0,1.7,6000000.0,2013-01-25,4.0,949.0,lda_topic_497,https://en.wikipedia.org/wiki/Movie_43,50
3110,Much Ado About Nothing,,5300000.0,,,,2013-06-21,25.0,108.0,lda_topic_497,https://en.wikipedia.org/wiki/Much_Ado_About_Nothing_(2012_film),50
3111,Mud,1.0,32600000.0,6300000.0,0.63,10000000.0,2013-04-26,17.0,130.0,lda_topic_68,https://en.wikipedia.org/wiki/Mud_(2012_film),53
3112,Nebraska,1.0,27700000.0,1850000.0,0.154166666667,12000000.0,2013-11-15,46.0,114.0,lda_topic_497,https://en.wikipedia.org/wiki/Nebraska_(film),50
3113,No One Lives,0.0,74918.0,-2862541.0,-0.987083103448,2900000.0,2013-05-10,19.0,861,lda_topic_68,https://en.wikipedia.org/wiki/No_One_Lives,53
3114,Now You See Me,1.0,351700000.0,100850000.0,1.34466666667,75000000.0,2013-05-31,22.0,115.0,lda_topic_68,https://en.wikipedia.org/wiki/Now_You_See_Me_(film),53
3116,Oblivion,1.0,286200000.0,23100000.0,0.1925,120000000.0,2013-04-19,16.0,124.0,lda_topic_77,https://en.wikipedia.org/wiki/Oblivion_(2013_film),55
3117,Officer Down,,191463.0,,,,2013-01-18,3.0,99,lda_topic_497,https://en.wikipedia.org/wiki/Officer_Down,50
3118,Oldboy,0.0,4900000.0,-27550000.0,-0.918333333333,30000000.0,2013-11-27,48.0,104.0,lda_topic_68,https://en.wikipedia.org/wiki/Oldboy_(2013_film),53
3119,Olympus Has Fallen,1.0,161000000.0,10500000.0,0.15,70000000.0,2013-03-22,12.0,1192.0,lda_topic_330,https://en.wikipedia.org/wiki/Olympus_Has_Fallen,22
3121,One Direction: This Is Us,1.0,68500000.0,24250000.0,2.425,10000000.0,2013-08-30,35.0,921106.0,lda_topic_497,https://en.wikipedia.org/wiki/One_Direction:_This_Is_Us,50
3122,Out of the Furnace,0.0,15700000.0,-14150000.0,-0.643181818182,22000000.0,2013-12-06,49.0,116,lda_topic_68,https://en.wikipedia.org/wiki/Out_of_the_Furnace,53
3123,Oz the Great and Powerful,1.0,493300000.0,86450000.0,0.539637952559,160200000.0,2013-03-08,10.0,130.0,lda_topic_77,https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,55
3124,Pacific Rim,1.0,411000000.0,15500000.0,0.0815789473684,190000000.0,2013-07-12,28.0,131.0,lda_topic_77,https://en.wikipedia.org/wiki/Pacific_Rim_(film),55
3125,The Package,,1469.0,,,,2013-02-15,7.0,95,lda_topic_497,https://en.wikipedia.org/wiki/The_Package_(2013_film),50
3126,Pain & Gain,1.0,86200000.0,17100000.0,0.657692307692,26000000.0,2013-04-26,17.0,129.0,lda_topic_68,https://en.wikipedia.org/wiki/Pain_%26_Gain,53
3127,Paranoia,0.0,13800000.0,-8100000.0,-0.54,15000000.0,2013-08-16,33.0,106,lda_topic_497,https://en.wikipedia.org/wiki/Paranoia_(2013_film),50
3128,Parker,0.0,48500000.0,-10750000.0,-0.307142857143,35000000.0,2013-01-25,4.0,118.0,lda_topic_68,https://en.wikipedia.org/wiki/Parker_(2013_film),53
3129,Parkland,0.0,1412181.0,-9293909.5,-0.92939095,10000000.0,2013-10-04,40.0,932,lda_topic_497,https://en.wikipedia.org/wiki/Parkland_(film),50
3130,Pawn Shop Chronicles,,8088.0,,,,2013-07-12,28.0,112,lda_topic_497,https://en.wikipedia.org/wiki/Pawn_Shop_Chronicles,50
3131,Percy Jackson: Sea of Monsters,1.0,202247751.0,11123875.5,0.123598616667,90000000.0,2013-08-07,32.0,106.0,lda_topic_77,https://en.wikipedia.org/wiki/Percy_Jackson:_Sea_of_Monsters,55
3132,Phantom,,1200000.0,,,,2013-03-01,9.0,98,lda_topic_497,https://en.wikipedia.org/wiki/Phantom_(2013_film),50
3133,Philomena,1.0,100100000.0,38050000.0,3.17083333333,12000000.0,2013-11-01,44.0,981,lda_topic_497,https://en.wikipedia.org/wiki/Philomena_(film),50
3134,The Place Beyond the Pines,1.0,47000000.0,8500000.0,0.566666666667,15000000.0,2013-03-29,13.0,140.0,lda_topic_68,https://en.wikipedia.org/wiki/The_Place_Beyond_the_Pines,53
3135,Planes,1.0,239300000.0,69650000.0,1.393,50000000.0,2013-08-09,32.0,927,lda_topic_259,https://en.wikipedia.org/wiki/Planes_(film),13
3137,Plush,0.0,3080.0,-1998460.0,-0.99923,2000000.0,,,99,lda_topic_68,https://en.wikipedia.org/wiki/Plush_(film),53
3138,The Pretty One,,13769.0,,,,2014-02-07,6.0,90,lda_topic_68,https://en.wikipedia.org/wiki/The_Pretty_One,53
3140,Prince Avalanche,0.0,442313.0,-503843.5,-0.694956551724,725000.0,2013-08-09,32.0,94,lda_topic_497,https://en.wikipedia.org/wiki/Prince_Avalanche,50
3141,Prisoners,1.0,122100000.0,15050000.0,0.327173913043,46000000.0,2013-09-20,38.0,153.0,lda_topic_68,https://en.wikipedia.org/wiki/Prisoners_(2013_film),53
3142,The Purge,1.0,89300000.0,41650000.0,13.8833333333,3000000.0,2013-06-07,23.0,851,lda_topic_68,https://en.wikipedia.org/wiki/The_Purge,53
3145,Red 65,0.0,148000000.0,-10000000.0,-0.119047619048,84000000.0,2013-07-19,29.0,116.0,lda_topic_68,https://en.wikipedia.org/wiki/RED_2_(film),53
3147,A Resurrection,0.0,10730.0,-4994635.0,-0.998927,5000000.0,2013-03-22,12.0,,lda_topic_497,https://en.wikipedia.org/wiki/A_Resurrection_(film),50
3148,Riddick,1.0,98300000.0,11150000.0,0.293421052632,38000000.0,2013-09-06,36.0,119.0,lda_topic_77,https://en.wikipedia.org/wiki/Riddick_(film),55
3149,R.I.P.D.,0.0,78300000.0,-64250000.0,-0.621373307544,103400000.0,2013-07-19,29.0,962,lda_topic_497,https://en.wikipedia.org/wiki/R.I.P.D.,50
3150,Robosapien: Rebooted,,,,,15000000.0,2013-05-28,22.0,862,lda_topic_497,https://en.wikipedia.org/wiki/Robosapien:_Rebooted,50
3151,Runner Runner,1.0,62700000.0,1350000.0,0.045,30000000.0,2013-10-04,40.0,911,lda_topic_68,https://en.wikipedia.org/wiki/Runner_Runner_(film),53
3152,Safe Haven,1.0,97594140.0,20797070.0,0.7427525,28000000.0,2013-02-14,7.0,116.0,lda_topic_77,https://en.wikipedia.org/wiki/Safe_Haven_(film),55
3153,Salinger,,650675.0,,,,2013-09-06,36.0,,lda_topic_68,https://en.wikipedia.org/wiki/Salinger_(film),53
3154,Saving Mr. Banks,1.0,117900000.0,23950000.0,0.684285714286,35000000.0,2013-12-13,50.0,125.0,lda_topic_497,https://en.wikipedia.org/wiki/Saving_Mr._Banks,50
3155,Scary Movie 5,1.0,78400000.0,19200000.0,0.96,20000000.0,2013-04-12,15.0,8618.0,lda_topic_497,https://en.wikipedia.org/wiki/Scary_Movie_5,50
3156,The Secret Life of Walter Mitty,1.0,188500000.0,4250000.0,0.0472222222222,90000000.0,2013-12-26,52.0,114.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Secret_Life_of_Walter_Mitty_(2013_film),50
3157,Short Term 12,1.0,2300000.0,150000.0,0.15,1000000.0,2013-08-23,34.0,961,lda_topic_497,https://en.wikipedia.org/wiki/Short_Term_12,50
3158,Side Effects,1.0,66700000.0,3350000.0,0.111666666667,30000000.0,2013-02-08,6.0,106.0,lda_topic_77,https://en.wikipedia.org/wiki/Side_Effects_(2013_film),55
3159,A Single Shot,,18642.0,,,,2013-09-20,38.0,112,lda_topic_68,https://en.wikipedia.org/wiki/A_Single_Shot,53
3160,The Smurfs 2,1.0,347500000.0,68750000.0,0.654761904762,105000000.0,2013-07-31,31.0,105.0,lda_topic_39,https://en.wikipedia.org/wiki/The_Smurfs_2,31
3161,Snitch,1.0,57800000.0,13900000.0,0.926666666667,15000000.0,2013-02-22,8.0,112,lda_topic_68,https://en.wikipedia.org/wiki/Snitch_(film),53
3162,Some Velvet Morning,,6420.0,,,,2013-12-10,50.0,82,lda_topic_68,https://en.wikipedia.org/wiki/Some_Velvet_Morning_(film),53
3163,Sound City,,521181.0,,,,2013-02-01,5.0,1071.0,lda_topic_497,https://en.wikipedia.org/wiki/Sound_City_(film),50
3164,The Spectacular Now,1.0,6900000.0,950000.0,0.38,2500000.0,2013-08-02,31.0,952,lda_topic_497,https://en.wikipedia.org/wiki/The_Spectacular_Now,50
3165,Spring Breakers,1.0,31700000.0,10850000.0,2.17,5000000.0,2013-03-22,12.0,942,lda_topic_68,https://en.wikipedia.org/wiki/Spring_Breakers,53
3166,Stand Up Guys,0.0,5072654.0,-12463673.0,-0.830911533333,15000000.0,2013-02-01,5.0,951,lda_topic_68,https://en.wikipedia.org/wiki/Stand_Up_Guys,53
3167,Star Trek Into Darkness,1.0,467400000.0,48700000.0,0.263243243243,185000000.0,2013-05-17,20.0,133.0,lda_topic_77,https://en.wikipedia.org/wiki/Star_Trek_Into_Darkness,55
3168,The Starving Games,0.0,3800000.0,-2730000.0,-0.589632829374,4630000.0,2013-11-08,45.0,83139.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Starving_Games,50
3169,Stoker,0.0,12100000.0,-5950000.0,-0.495833333333,12000000.0,2013-03-01,9.0,991,lda_topic_497,https://en.wikipedia.org/wiki/Stoker_(film),50
3170,Straight A's,1.0,5234456.0,617228.0,0.308614,2000000.0,2013-03-19,12.0,88,lda_topic_497,https://en.wikipedia.org/wiki/Straight_A%27s,50
3171,Struck by Lightning,0.0,28378.0,-1285811.0,-0.989085384615,1300000.0,2013-01-11,2.0,901,lda_topic_497,https://en.wikipedia.org/wiki/Struck_by_Lightning_(2012_film),50
3172,Superman: Unbound,,3162855.0,,,,2013-05-07,19.0,75,lda_topic_77,https://en.wikipedia.org/wiki/Superman:_Unbound,55
3173,A Teacher,,8348.0,,,,2013-09-06,36.0,75,lda_topic_497,https://en.wikipedia.org/wiki/A_Teacher,50
3174,Temptation: Confessions of a Marriage Counselor,,53100000.0,,,,2013-03-29,13.0,111,lda_topic_497,https://en.wikipedia.org/wiki/Temptation:_Confessions_of_a_Marriage_Counselor,50
3175,Texas Chainsaw,1.0,47200000.0,8500000.0,0.562913907285,15100000.0,2013-01-04,1.0,921,lda_topic_497,https://en.wikipedia.org/wiki/Texas_Chainsaw_3D,50
3176,This Is the End,1.0,126000000.0,31000000.0,0.96875,32000000.0,2013-06-14,24.0,107.0,lda_topic_68,https://en.wikipedia.org/wiki/This_Is_the_End,53
3177,Thor: The Dark World,1.0,644600000.0,152300000.0,0.895882352941,170000000.0,2013-11-08,45.0,112.0,lda_topic_77,https://en.wikipedia.org/wiki/Thor:_The_Dark_World,55
3178,Turbo,1.0,282600000.0,14300000.0,0.112598425197,127000000.0,2013-07-17,29.0,961.0,lda_topic_68,https://en.wikipedia.org/wiki/Turbo_(film),53
3179,Peeples,0.0,9307065.0,-10346467.5,-0.6897645,15000000.0,2013-05-10,19.0,95,lda_topic_497,https://en.wikipedia.org/wiki/Tyler_Perry_Presents_Peeples,50
3180,The Unknown Known,,301604.0,,,,2013-08-29,35.0,105,lda_topic_109,https://en.wikipedia.org/wiki/The_Unknown_Known,2
3181,Upstream Color,1.0,584881.0,242440.5,4.84881,50000.0,2013-04-05,14.0,961,lda_topic_68,https://en.wikipedia.org/wiki/Upstream_Color,53
3182,V/H/S/2,,795661.0,,,,2013-07-12,28.0,921,lda_topic_68,https://en.wikipedia.org/wiki/V/H/S/2,53
3183,Vehicle 19,,2100000.0,,,,2013-06-14,24.0,85,lda_topic_497,https://en.wikipedia.org/wiki/Vehicle_19,50
3184,Violet & Daisy,0.0,17186.0,-7991407.0,-0.998925875,8000000.0,2013-06-07,23.0,88,lda_topic_497,https://en.wikipedia.org/wiki/Violet_%26_Daisy,50
3185,The Wait,,2480.0,,,,2013-03-10,10.0,,lda_topic_497,https://en.wikipedia.org/wiki/The_Wait_(2013_film),50
3186,Walking with Dinosaurs,0.0,126500000.0,-16750000.0,-0.209375,80000000.0,2013-12-20,51.0,87,lda_topic_77,https://en.wikipedia.org/wiki/Walking_with_Dinosaurs_(film),55
3187,Warm Bodies,1.0,117000000.0,23500000.0,0.671428571429,35000000.0,2013-02-01,5.0,971,lda_topic_77,https://en.wikipedia.org/wiki/Warm_Bodies_(film),55
3188,"The Way, Way Back",1.0,23200000.0,6600000.0,1.32,5000000.0,2013-07-05,27.0,103.0,lda_topic_497,"https://en.wikipedia.org/wiki/The_Way,_Way_Back",50
3189,We Are What We Are,,81381.0,,,,2013-09-27,39.0,105.0,lda_topic_68,https://en.wikipedia.org/wiki/We_Are_What_We_Are_(2013_film),53
3190,We Steal Secrets: The Story of WikiLeaks,,457517.0,,,,2013-01-21,4.0,130.0,lda_topic_497,https://en.wikipedia.org/wiki/We_Steal_Secrets:_The_Story_of_WikiLeaks,50
3191,We're the Millers,1.0,270000000.0,98000000.0,2.64864864865,37000000.0,2013-08-07,32.0,110.0,lda_topic_68,https://en.wikipedia.org/wiki/We%27re_the_Millers,53
3192,Welcome to the Jungle,0.0,87397.0,-3456301.5,-0.987514714286,3500000.0,2014-02-07,6.0,94,lda_topic_497,https://en.wikipedia.org/wiki/Welcome_to_the_Jungle_(2013_film),50
3193,White House Down,0.0,206000000.0,-47000000.0,-0.313333333333,150000000.0,2013-06-28,26.0,131.0,lda_topic_497,https://en.wikipedia.org/wiki/White_House_Down,50
3194,The Wicked,0.0,2345675.0,-27162.5,-0.0226354166667,1200000.0,2013-04-30,18.0,105,lda_topic_68,https://en.wikipedia.org/wiki/The_Wicked_(2013_film),53
3195,The Wolf of Wall Street,1.0,392000000.0,96000000.0,0.96,100000000.0,2013-12-25,52.0,179.0,lda_topic_68,https://en.wikipedia.org/wiki/The_Wolf_of_Wall_Street_(2013_film),53
3196,The Wolverine,1.0,414800000.0,87400000.0,0.728333333333,120000000.0,2013-07-26,30.0,126.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Wolverine_(film),50
3197,World War Z,1.0,540000000.0,80000000.0,0.421052631579,190000000.0,2013-06-21,25.0,116.0,lda_topic_77,https://en.wikipedia.org/wiki/World_War_Z_(film),55
3198,Wrong,,46021.0,,,,2013-03-29,13.0,94,lda_topic_497,https://en.wikipedia.org/wiki/Wrong_(film),50
3199,You're Next,1.0,26900000.0,12450000.0,12.45,1000000.0,2013-08-23,34.0,943,lda_topic_68,https://en.wikipedia.org/wiki/You%27re_Next,53
3200,Are You Here,,41824.0,,,,2014-08-22,34.0,114,lda_topic_497,https://en.wikipedia.org/wiki/You_Are_Here_(2013_film),50
3201,Paranormal Activity: The Marked Ones,1.0,90900000.0,40450000.0,8.09,5000000.0,2014-01-03,1.0,841,lda_topic_68,https://en.wikipedia.org/wiki/Paranormal_Activity:_The_Marked_Ones,53
3202,Open Grave,,489812.0,,,,2014-01-03,1.0,102,lda_topic_68,https://en.wikipedia.org/wiki/Open_Grave,53
3203,The Legend of Hercules,0.0,61300000.0,-39350000.0,-0.562142857143,70000000.0,2014-01-10,2.0,993,lda_topic_77,https://en.wikipedia.org/wiki/The_Legend_of_Hercules,55
3204,Devil's Due,1.0,36900000.0,11450000.0,1.63571428571,7000000.0,2014-01-17,3.0,891,lda_topic_68,https://en.wikipedia.org/wiki/Devil%27s_Due_(film),53
3205,Jack Ryan: Shadow Recruit,1.0,135500000.0,7750000.0,0.129166666667,60000000.0,2014-01-17,3.0,105.0,lda_topic_68,https://en.wikipedia.org/wiki/Jack_Ryan:_Shadow_Recruit,53
3206,The Nut Job,1.0,120900000.0,17650000.0,0.41238317757,42800000.0,2014-01-29,5.0,861.0,lda_topic_77,https://en.wikipedia.org/wiki/The_Nut_Job,55
3207,Ride Along,1.0,154500000.0,52250000.0,2.09,25000000.0,2014-01-17,3.0,100.0,lda_topic_68,https://en.wikipedia.org/wiki/Ride_Along_(film),53
3209,"I, Frankenstein",0.0,71200000.0,-29400000.0,-0.452307692308,65000000.0,2014-03-20,12.0,921,lda_topic_77,"https://en.wikipedia.org/wiki/I,_Frankenstein",55
3210,Mega Shark Versus Crocosaurus,1.0,500543.0,150271.5,1.502715,100000.0,2010-12-21,51.0,90,lda_topic_77,https://en.wikipedia.org/wiki/Mega_Shark_Versus_Crocosaurus,55
3211,Labor Day,0.0,20275812.0,-7862094.0,-0.436783,18000000.0,2014-01-31,5.0,111,lda_topic_497,https://en.wikipedia.org/wiki/Labor_Day_(film),50
3212,That Awkward Moment,1.0,40500000.0,12250000.0,1.53125,8000000.0,2014-01-31,5.0,941,lda_topic_497,https://en.wikipedia.org/wiki/That_Awkward_Moment,50
3213,The Monuments Men,1.0,155000000.0,7500000.0,0.107142857143,70000000.0,2014-02-20,8.0,118.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Monuments_Men,50
3214,Vampire Academy,0.0,15400000.0,-22300000.0,-0.743333333333,30000000.0,2014-02-07,6.0,104.0,lda_topic_68,https://en.wikipedia.org/wiki/Vampire_Academy_(film),53
3215,About Last Night,1.0,49000000.0,12000000.0,0.96,12500000.0,2014-02-14,7.0,100,lda_topic_497,https://en.wikipedia.org/wiki/About_Last_Night_(2014_film),50
3217,Adult World,,19731.0,,,,2014-02-14,7.0,93,lda_topic_68,https://en.wikipedia.org/wiki/Adult_World,53
3218,Endless Love,0.0,34700000.0,-2650000.0,-0.1325,20000000.0,2014-02-14,7.0,105.0,lda_topic_497,https://en.wikipedia.org/wiki/Endless_Love_(2014_film),50
3220,RoboCop,1.0,242700000.0,21350000.0,0.2135,100000000.0,2014-02-12,7.0,118.0,lda_topic_68,https://en.wikipedia.org/wiki/RoboCop_(2014_film),53
3222,3 Days to Kill,0.0,52600000.0,-1700000.0,-0.0607142857143,28000000.0,2014-03-19,12.0,117.0,lda_topic_68,https://en.wikipedia.org/wiki/3_Days_to_Kill,53
3223,Barefoot,,15071.0,,,,2014-02-21,8.0,90,lda_topic_497,https://en.wikipedia.org/wiki/Barefoot_(film),50
3224,The Bag Man,,461780.0,,,,2014-02-28,9.0,108,lda_topic_68,https://en.wikipedia.org/wiki/The_Bag_Man,53
3225,Non-Stop,1.0,222800000.0,61400000.0,1.228,50000000.0,2014-02-28,9.0,106.0,lda_topic_68,https://en.wikipedia.org/wiki/Non-Stop_(film),53
3226,Repentance,,1189612.0,,,,,,90,lda_topic_497,https://en.wikipedia.org/wiki/Repentance_(2014_film),50
3227,Son of God,1.0,67800000.0,11900000.0,0.540909090909,22000000.0,2014-02-28,9.0,138,lda_topic_330,https://en.wikipedia.org/wiki/Son_of_God_(film),22
3228,300: Rise of an Empire,1.0,337600000.0,58800000.0,0.534545454545,110000000.0,2014-03-07,10.0,102.0,lda_topic_77,https://en.wikipedia.org/wiki/300:_Rise_of_an_Empire,55
3229,Mr. Peabody & Sherman,0.0,275700000.0,-7150000.0,-0.0493103448276,145000000.0,2014-03-07,10.0,924,lda_topic_68,https://en.wikipedia.org/wiki/Mr._Peabody_%26_Sherman,53
3230,Better Living Through Chemistry,,75143.0,,,,2014-03-14,11.0,,lda_topic_68,https://en.wikipedia.org/wiki/Better_Living_Through_Chemistry_(film),53
3231,Need for Speed,1.0,203300000.0,36650000.0,0.563846153846,65000000.0,2014-03-14,11.0,130.0,lda_topic_68,https://en.wikipedia.org/wiki/Need_for_Speed_(film),53
3232,The Single Moms Club,1.0,16300000.0,150000.0,0.01875,8000000.0,2014-03-14,11.0,111,lda_topic_497,https://en.wikipedia.org/wiki/The_Single_Moms_Club,50
3233,Veronica Mars,0.0,3500000.0,-4250000.0,-0.708333333333,6000000.0,2014-03-14,11.0,107.0,lda_topic_68,https://en.wikipedia.org/wiki/Veronica_Mars_(film),53
3234,Cheap Thrills,0.0,59424.0,-70288.0,-0.70288,100000.0,2014-03-24,13.0,85,lda_topic_497,https://en.wikipedia.org/wiki/Cheap_Thrills_(film),50
3235,Divergent,1.0,288900000.0,59450000.0,0.699411764706,85000000.0,2014-03-21,12.0,139.0,lda_topic_77,https://en.wikipedia.org/wiki/Divergent_(film),55
