,name,title_clean,revenues_clean,gross_profit,costs_clean
691,Drew Barrymore,Duplex,19300000.0,-30350000.0,40000000.0
842,Drew Barrymore,50 First Dates,196500000.0,23250000.0,75000000.0
2101,Drew Barrymore,Everybody's Fine,15986449.0,-13006775.5,21000000.0
2352,Drew Barrymore,Going the Distance,42100000.0,-10950000.0,32000000.0
2756,Drew Barrymore,Big Miracle,24700000.0,-27650000.0,40000000.0
3269,Drew Barrymore,Blended,128000000.0,24000000.0,40000000.0
378,Kate Beckinsale,Serendipity,77516304.0,10758152.0,28000000.0
1816,Kate Beckinsale,Vacancy,35300000.0,-1350000.0,19000000.0
2924,Kate Beckinsale,Underworld: Awakening,160100000.0,10050000.0,70000000.0
3603,Kate Beckinsale,The Disappointments Room,5700000.0,-12150000.0,15000000.0
2435,Kevin McCarthy,Piranha,16000000.0,7230000.0,770000.0
147,DMX,Romeo Must Die,91000000.0,20500000.0,25000000.0
1006,Roy Scheider,The Punisher,54700000.0,-5650000.0,33000000.0
3387,Sam Lerner,Project Almanac,33200000.0,4600000.0,12000000.0
2719,Elizabeth Reaser,Young Adult,22650000.0,-675000.0,12000000.0
42,Jennifer Tilly,The Crew,13100000.0,-31450000.0,38000000.0
1017,Jennifer Tilly,Bride of Chucky,50700000.0,350000.0,25000000.0
2961,Melissa De Sousa,The Best Man Holiday,71625195.0,18812597.5,17000000.0
2962,Melissa De Sousa,The Best Man,34573780.0,8286890.0,9000000.0
1335,Zachary Levi,Big Momma's House 2,138300000.0,29150000.0,40000000.0
1690,Flex Alexander,The Hills Have Eyes 2,37400000.0,3700000.0,15000000.0
1087,Camilla Belle,The Ballad of Jack and Rose,916051.0,-1041974.5,1500000.0
2220,Camilla Belle,Push,48900000.0,-13550000.0,38000000.0
72,Oliver Platt,Gun Shy,3221280.0,-12389360.0,14000000.0
2275,Oliver Platt,Year One,62400000.0,-28800000.0,60000000.0
2716,Oliver Platt,X-Men: First Class,353600000.0,36800000.0,140000000.0
2861,Oliver Platt,The Oranges,366377.0,-6816811.5,7000000.0
814,Paul Benjamin,The Station Agent,8679814.0,3839907.0,500000.0
1789,Eric Idle,Shrek the Third,799000000.0,239500000.0,160000000.0
3003,Jake Johnson,Drinking Buddies,343341.0,-828329.5,1000000.0
2815,James Badge Dale,The Grey,77300000.0,13650000.0,25000000.0
3070,James Badge Dale,Iron Man 3,1215000000.0,407500000.0,200000000.0
3094,James Badge Dale,The Lone Ranger,260500000.0,-94750000.0,225000000.0
2115,Travis Van Winkle,Friday the 13th,91300000.0,26650000.0,19000000.0
949,Nick Nolte,Hotel Rwanda,33900000.0,-550000.0,17500000.0
1186,Nick Nolte,The Deep,47300000.0,14650000.0,9000000.0
1497,Nick Nolte,Over the Hedge,336000000.0,88000000.0,80000000.0
1501,Nick Nolte,Peaceful Warrior,4326927.0,-7836536.5,10000000.0
2517,Nick Nolte,Arthur,45735397.0,-17132301.5,40000000.0
2709,Nick Nolte,Warrior,23100000.0,-13450000.0,25000000.0
2681,Ashley Williams,Something Borrowed,60100000.0,-4950000.0,35000000.0
2771,Melinda Dillon,A Christmas Story,19300000.0,6450000.0,3200000.0
230,Penlope Cruz,Blow,83300000.0,-11350000.0,53000000.0
1882,Penlope Cruz,Elegy,14894347.0,-5552826.5,13000000.0
2117,Penlope Cruz,G-Force,292800000.0,-3600000.0,150000000.0
2992,Penlope Cruz,The Counselor,71000000.0,10500000.0,25000000.0
3507,Penlope Cruz,Zoolander No. 2,56000000.0,-22000000.0,50000000.0
270,Trevor Morgan,The Glass House,23000000.0,-18500000.0,30000000.0
972,Trevor Morgan,Mean Creek,802948.0,-98526.0,500000.0
687,Damian Lewis,Dreamcatcher,75700000.0,-30150000.0,68000000.0
1002,Daryl Sabara,The Polar Express,309800000.0,-10100000.0,165000000.0
1201,Terry Alexander,Day of the Dead,34000000.0,13500000.0,3500000.0
82,Taylor Momsen,Dr. Seuss' How the Grinch Stole Christmas,345100000.0,49550000.0,123000000.0
3140,Emile Hirsch,Prince Avalanche,442313.0,-503843.5,725000.0
919,Scott Mechlowicz,EuroTrip,20796847.0,-14601576.5,25000000.0
2708,Scott Mechlowicz,Waiting for Forever,25517.0,-4987241.5,5000000.0
1578,Michael J Pollard,Bonnie and Clyde,70000000.0,32500000.0,2500000.0
2981,Barkhad Abdi,Captain Phillips,218800000.0,54400000.0,55000000.0
1724,Maggie Q,Live Free or Die Hard,383500000.0,81750000.0,110000000.0
2127,Johanna Braddy,The Grudge 3,38600000.0,14300000.0,5000000.0
731,Ray Liotta,Identity,90200000.0,17100000.0,28000000.0
1828,Ray Liotta,Wild Hogs,253600000.0,66800000.0,60000000.0
2203,Ray Liotta,Observe and Report,26973554.0,-4513223.0,18000000.0
3060,Ray Liotta,The Iceman,4400000.0,-7800000.0,10000000.0
2748,Quvenzhan Wallis,Beasts of the Southern Wild,21900000.0,9150000.0,1800000.0
1168,Regina Hall,The Honeymooners,13200000.0,-18400000.0,25000000.0
3538,Regina Hall,Barbershop: The Next Cut,55000000.0,7500000.0,20000000.0
474,Rob Schneider,Eight Crazy Nights,23800000.0,-22100000.0,34000000.0
1120,Rob Schneider,Deuce Bigalow 2: European Gigolo,45100000.0,550000.0,22000000.0
1121,Rob Schneider,Deuce Bigalow: Male Gigolo,92900000.0,29450000.0,17000000.0
3602,Cindy aus Marzahn,Robinson Crusoe,39500000.0,6750000.0,13000000.0
1558,Mark Pillow,Superman IV: The Quest for Peace,15700000.0,-9150000.0,17000000.0
256,Jeff Conaway,"Elvira, Mistress of the Dark",5596267.0,-4701866.5,7500000.0
2582,Stephen Merchant,Gnomeo & Juliet,194000000.0,61000000.0,36000000.0
396,Robert Sean Leonard,Tape,515900.0,157950.0,100000.0
452,Robert Sean Leonard,Chelsea Walls,60902.0,-69549.0,100000.0
1905,Miley Cyrus,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,70600000.0,28300000.0,7000000.0
1726,Sam Phillips,Die Hard with a Vengeance,366100000.0,93050000.0,90000000.0
697,Michael Landes,Final Destination 2,90426405.0,19213202.5,26000000.0
2273,Ryan Reynolds,X-Men Origins: Wolverine,373100000.0,36550000.0,150000000.0
2293,Ryan Reynolds,Buried,21300000.0,8650000.0,2000000.0
2890,Ryan Reynolds,Safe House,208100000.0,19050000.0,85000000.0
3424,Ryan Reynolds,Woman in Gold,61600000.0,19800000.0,11000000.0
1224,Youki Kudoh,Memoirs of a Geisha,162200000.0,-3900000.0,85000000.0
2558,Cozi Zuehlsdorff,Dolphin Tale,95900000.0,10950000.0,37000000.0
3319,Cozi Zuehlsdorff,Dolphin Tale 2,57800000.0,-7100000.0,36000000.0
604,Cameron Diaz,The Sweetest Thing,68696770.0,-8651615.0,43000000.0
1021,Cameron Diaz,Shrek 2,919800000.0,309900000.0,150000000.0
1272,Cameron Diaz,The Mask,351600000.0,152800000.0,23000000.0
2459,Cameron Diaz,Shrek Forever After,752600000.0,241300000.0,135000000.0
2522,Cameron Diaz,Bad Teacher,216200000.0,88100000.0,20000000.0
2585,Cameron Diaz,The Green Hornet,227800000.0,-6100000.0,120000000.0
2932,Nora Arnezeder,The Words,13231461.0,615730.5,6000000.0
2448,Oscar Isaac,Robin Hood,321700000.0,-39150000.0,200000000.0
3425,Oscar Isaac,Ex Machina,36900000.0,3450000.0,15000000.0
3556,Oscar Isaac,X-Men: Apocalypse,543900000.0,93950000.0,178000000.0
64,Hilary Swank,The Gift,44600000.0,12300000.0,10000000.0
1115,Laura Ramsey,Cruel World,17986.0,-1991007.0,2000000.0
1361,Laura Ramsey,The Covenant,37600000.0,-1200000.0,20000000.0
1264,Mickey Rourke,Sin City,158800000.0,39400000.0,40000000.0
2152,Mickey Rourke,The Informers,382174.0,-17808913.0,18000000.0
2607,Mickey Rourke,Immortals,226900000.0,38450000.0,75000000.0
1107,Mark Walton,Chicken Little,314400000.0,7200000.0,150000000.0
1698,Alice Braga,I Am Legend,585300000.0,142650000.0,150000000.0
2445,Alice Braga,Repo Men,18409891.0,-22795054.5,32000000.0
173,Kevin Costner,Thirteen Days,66600000.0,-46700000.0,80000000.0
2306,Kevin Costner,The Company Men,4900000.0,-12550000.0,15000000.0
3103,Kevin Costner,Man of Steel,668000000.0,109000000.0,225000000.0
3205,Kevin Costner,Jack Ryan: Shadow Recruit,135500000.0,7750000.0,60000000.0
3222,Kevin Costner,3 Days to Kill,52600000.0,-1700000.0,28000000.0
1439,Al Gore,An Inconvenient Truth,49800000.0,23400000.0,1500000.0
566,Rachel Griffiths,The Rookie,80700000.0,18350000.0,22000000.0
1305,Henry Fonda,"Yours, Mine and Ours",25912624.0,10456312.0,2500000.0
387,Larry Bryggman,Spy Game,143000000.0,-43500000.0,115000000.0
2849,Nicolette Pierini,The Magic of Belle Isle,102388.0,-4948806.0,5000000.0
1954,Alexis Dziena,Nick & Norah's Infinite Playlist,33506137.0,6753068.5,10000000.0
2133,Kyle Gallner,The Haunting in Connecticut,77527732.0,28763866.0,10000000.0
1901,Billy Campbell,Ghost Town,27100000.0,-6450000.0,20000000.0
1913,Carol Burnett,Horton Hears a Who!,297100000.0,63550000.0,85000000.0
3287,Reese C Hartwig,Earth to Echo,45300000.0,9650000.0,13000000.0
2844,Jenny Slate,The Lorax,348800000.0,104400000.0,70000000.0
3280,Jenny Slate,Obvious Child,3300000.0,650000.0,1000000.0
3225,Michelle Dockery,Non-Stop,222800000.0,61400000.0,50000000.0
277,Diane Lane,Hardball,44100000.0,1050000.0,21000000.0
827,Diane Lane,Under the Tuscan Sun,58900000.0,11450000.0,18000000.0
77,Todd Louiso,High Fidelity,47100000.0,-6450000.0,30000000.0
1622,Skyler Shaye,Bratz,26000000.0,-7000000.0,20000000.0
1890,Erin Bethea,Fireproof,33473297.0,16236648.5,500000.0
1938,Michelle Monaghan,Made of Honor,106000000.0,13000000.0,40000000.0
2626,Michelle Monaghan,Machine Gun Preacher,3300000.0,-28350000.0,30000000.0
3467,Michelle Monaghan,Pixels,244900000.0,-6550000.0,129000000.0
2471,Juliette Lewis,The Switch,49900000.0,5950000.0,19000000.0
3586,Juliette Lewis,Nerve,83700000.0,21850000.0,20000000.0
2086,Ian McShane,Coraline,124600000.0,2300000.0,60000000.0
1788,Kate Mara,Shooter,95700000.0,-13150000.0,61000000.0
1503,Alan Rickman,Perfume: The Story of a Murderer,135000000.0,7500000.0,60000000.0
1807,Alan Rickman,Sweeney Todd: The Demon Barber of Fleet Street,152500000.0,26250000.0,50000000.0
195,Judah Domke,Whipped,4800000.0,-600000.0,3000000.0
579,Will Swenson,The Singles Ward,1250798.0,125399.0,500000.0
223,Omar Gooding,Baby Boy,29381649.0,-1309175.5,16000000.0
1931,George Clooney,Leatherheads,41299492.0,-37350254.0,58000000.0
3032,George Clooney,Gravity,723200000.0,261600000.0,100000000.0
833,Colin Firth,What a Girl Wants,50700000.0,350000.0,25000000.0
1298,Colin Firth,Where the Truth Lies,3477678.0,-23261161.0,25000000.0
203,Laura Linney,You Can Count On Me,11000000.0,4300000.0,1200000.0
750,Laura Linney,The Life of David Gale,38955598.0,-18522201.0,38000000.0
1624,Laura Linney,Breach,41000000.0,-2500000.0,23000000.0
1783,Laura Linney,The Savages,9610042.0,-4194979.0,9000000.0
3600,Laura Linney,Sully,238500000.0,59250000.0,60000000.0
1831,Ben Kingsley,You Kill Me,3748295.0,-2125852.5,4000000.0
2792,Ben Kingsley,The Dictator,179400000.0,24700000.0,65000000.0
3366,Ben Kingsley,Night at the Museum: Secret of the Tomb,363200000.0,54600000.0,127000000.0
1200,Eugene Clark,Land of the Dead,46800000.0,8400000.0,15000000.0
80,Mario Van Peebles,Highlander: The Final Dimension,12300000.0,-19850000.0,26000000.0
101,Robert De Niro,Meet the Parents,330400000.0,110200000.0,55000000.0
104,Robert De Niro,Men of Honor,82343495.0,9171747.5,32000000.0
454,Robert De Niro,City by the Sea,29413966.0,-25293017.0,40000000.0
974,Robert De Niro,Meet the Fockers,516000000.0,178000000.0,80000000.0
1163,Robert De Niro,Hide and Seek,122700000.0,36350000.0,25000000.0
2470,Robert De Niro,Stone,9479718.0,-17260141.0,22000000.0
2964,Robert De Niro,The Big Wedding,46519348.0,-11740326.0,35000000.0
3494,Robert De Niro,Dirty Grandpa,99900000.0,38450000.0,11500000.0
3295,Michael K Williams,The Purge: Anarchy,111900000.0,46950000.0,9000000.0
3404,Mia Wasikowska,Maps to the Stars,4000000.0,-11000000.0,13000000.0
3289,Lorelei Linklater,Boyhood,44500000.0,18250000.0,4000000.0
692,Eddie Griffin,Dysfunktional Family,2255000.0,-1872500.0,3000000.0
984,Eddie Griffin,My Baby's Daddy,18490423.0,-2754788.5,12000000.0
3477,Andrew Scott,Victor Frankenstein,34200000.0,-22900000.0,40000000.0
411,David Hyde Pierce,Wet Hot American Summer,295206.0,-1652397.0,1800000.0
2145,Paul Rust,"I Love You, Beth Cooper",15800000.0,-10100000.0,18000000.0
614,Dakota Fanning,Trapped,13414416.0,-23292792.0,30000000.0
1129,Dakota Fanning,Dreamer: Inspired by a True Story,38741732.0,-12629134.0,32000000.0
1990,Dakota Fanning,The Secret Life of Bees,39947322.0,8973661.0,11000000.0
2450,Dakota Fanning,The Runaways,4681651.0,-7659174.5,10000000.0
323,James Gandolfini,The Mexican,147800000.0,16900000.0,57000000.0
1042,James Gandolfini,Surviving Christmas,15100000.0,-37450000.0,45000000.0
2243,James Gandolfini,The Taking of Pelham 123,150200000.0,-24900000.0,100000000.0
2268,James Gandolfini,Where the Wild Things Are,100100000.0,-49950000.0,100000000.0
3009,James Gandolfini,Enough Said,25300000.0,4650000.0,8000000.0
3064,James Gandolfini,The Incredible Burt Wonderstone,27400000.0,-20300000.0,34000000.0
100,Rene Zellweger,"Me, Myself & Irene",149270999.0,23635499.5,51000000.0
120,Rene Zellweger,Nurse Betty,29400000.0,-20300000.0,35000000.0
629,Rene Zellweger,White Oleander,21672284.0,-5163858.0,16000000.0
670,Rene Zellweger,Cold Mountain,173000000.0,7500000.0,79000000.0
1111,Rene Zellweger,Cinderella Man,108500000.0,-33750000.0,88000000.0
1615,Rene Zellweger,Bee Movie,287600000.0,-6200000.0,150000000.0
2191,Rene Zellweger,New in Town,29010817.0,6505408.5,8000000.0
1295,Gemmenne de la Pea,The Weather Man,19000000.0,-12500000.0,22000000.0
1779,Thomas Kretschmann,Resident Evil: Apocalypse,129300000.0,19650000.0,45000000.0
3263,Dave Franco,Neighbors,270700000.0,117350000.0,18000000.0
3554,Dave Franco,Neighbors 2: Sorority Rising,108000000.0,19000000.0,35000000.0
1116,Jesse Janzen,Cry Wolf,15600000.0,6800000.0,1000000.0
266,Johnny Depp,From Hell,75000000.0,2500000.0,35000000.0
922,Johnny Depp,Finding Neverland,116800000.0,33400000.0,25000000.0
1114,Johnny Depp,Corpse Bride,117200000.0,18600000.0,40000000.0
2668,Johnny Depp,The Rum Diary,23900000.0,-33050000.0,45000000.0
3471,Johnny Depp,Black Mass,100000000.0,-3000000.0,53000000.0
3380,Ryan Guzman,The Boy Next Door,61800000.0,26900000.0,4000000.0
1618,Jenna Fischer,Blades of Glory,145700000.0,11850000.0,61000000.0
284,Gene Hackman,Heist,28510652.0,-24744674.0,39000000.0
1062,Gene Hackman,Welcome to Mooseport,14600000.0,-22700000.0,30000000.0
1278,Sophia Bush,Supercross,3344431.0,-28327784.5,30000000.0
1551,Sophia Bush,Stay Alive,27100000.0,4550000.0,9000000.0
1914,Joel David Moore,The Hottie and the Nottie,27696.0,-8986152.0,9000000.0
990,Andy Richter,New York Minute,23400000.0,-18300000.0,30000000.0
1596,Logan Lerman,3:10 to Yuma,70000000.0,-20000000.0,55000000.0
3240,Logan Lerman,Noah,362600000.0,56300000.0,125000000.0
78,Lisa Barbuscia,Highlander: Endgame,15800000.0,-17100000.0,25000000.0
886,Annabella Sciorra,Chasing Liberty,12313323.0,-16843338.5,23000000.0
1976,Debra Winger,Rachel Getting Married,17500000.0,-3250000.0,12000000.0
792,Kath Soucie,Piglet's Big Movie,62900000.0,-14550000.0,46000000.0
582,Nichelle Nichols,Snow Dogs,115000000.0,24500000.0,33000000.0
642,January Jones,American Wedding,231449203.0,60724601.5,55000000.0
1720,Louise Fletcher,The Last Sin Eater,388390.0,-2005805.0,2200000.0
1210,Michael Conrad,The Longest Yard,43008075.0,18604037.5,2900000.0
788,Uma Thurman,Paycheck,96269812.0,-11865094.0,60000000.0
1481,Uma Thurman,My Super Ex-Girlfriend,61000000.0,500000.0,30000000.0
1722,Uma Thurman,The Life Before Her Eyes,7248490.0,-9375755.0,13000000.0
4,Michael Rooker,The 6th Day,96100000.0,-33950000.0,82000000.0
1547,Michael Rooker,Slither,12800000.0,-8600000.0,15000000.0
451,Sydney Pollack,Changing Lanes,94935764.0,2467882.0,45000000.0
306,Jet Li,Kiss of the Dragon,64400000.0,7200000.0,25000000.0
347,Jet Li,The One,72700000.0,6350000.0,30000000.0
921,Omarion,Fat Albert,48600000.0,-20700000.0,45000000.0
1488,Toni Collette,The Night Listener,10639686.0,2319843.0,3000000.0
904,David Emge,Dawn of the Dead,55000000.0,26000000.0,1500000.0
1593,Leo Grillo,Zyzzyx Road,30.0,-1199985.0,1200000.0
232,Shemar Moore,The Brothers,27958191.0,7979095.5,6000000.0
3091,Jaimie Alexander,The Last Stand,48300000.0,-20850000.0,45000000.0
1842,David Bowie,August,12636.0,-3393682.0,3400000.0
413,Will Ferrell,Zoolander,60800000.0,2400000.0,28000000.0
858,Will Ferrell,Anchorman: The Legend of Ron Burgundy,90600000.0,19300000.0,26000000.0
2567,Will Ferrell,Everything Must Go,2820490.0,-3589755.0,5000000.0
2951,Will Ferrell,Anchorman 2: The Legend Continues,173600000.0,36800000.0,50000000.0
103,Joe Pantoliano,Memento,39700000.0,10850000.0,9000000.0
422,Joe Pantoliano,The Adventures of Pluto Nash,7100000.0,-96450000.0,100000000.0
765,Joe Pantoliano,The Matrix,463500000.0,168750000.0,63000000.0
1454,Joe Pantoliano,Larry the Cable Guy: Health Inspector,15700000.0,-9150000.0,17000000.0
1708,Veronica Cartwright,The Invasion,40200000.0,-44900000.0,65000000.0
602,James Cromwell,The Sum of All Fears,193900000.0,28950000.0,68000000.0
951,James Cromwell,"I, Robot",347200000.0,53600000.0,120000000.0
2008,Channing Tatum,Stop-Loss,11207130.0,-19396435.0,25000000.0
2108,Channing Tatum,Fighting,32474120.0,-8762940.0,25000000.0
2317,Channing Tatum,Dear John,114900000.0,32450000.0,25000000.0
3341,Channing Tatum,The Book of Life,99800000.0,-100000.0,50000000.0
87,Peter Weller,Ivans Xtc,47027.0,-112486.5,136000.0
3052,Clancy Brown,Homefront,43100000.0,-450000.0,22000000.0
481,Dennis Haysbert,Far From Heaven,29000000.0,1000000.0,13500000.0
349,Thomas Jane,Original Sin,36400000.0,-23800000.0,42000000.0
404,Vivica A Fox,Two Can Play That Game,22391450.0,-1804275.0,13000000.0
2939,Sarah Wright,21 & Over,48100000.0,11050000.0,13000000.0
546,Fairuza Balk,Personal Velocity: Three Portraits,811299.0,280649.5,125000.0
106,Jeremy Davies,The Million Dollar Hotel,59989.0,-7970005.5,8000000.0
167,Jason Statham,Snatch,83600000.0,31800000.0,10000000.0
269,Jason Statham,Ghosts of Mars,14000000.0,-21000000.0,28000000.0
1362,Jason Statham,Crank,42900000.0,9450000.0,12000000.0
2632,Jason Statham,The Mechanic,76300000.0,-1850000.0,40000000.0
3128,Jason Statham,Parker,48500000.0,-10750000.0,35000000.0
3595,Jason Statham,Mechanic: Resurrection,125700000.0,22850000.0,40000000.0
1743,Dustin Hoffman,Mr. Magorium's Wonder Emporium,69500000.0,-30250000.0,65000000.0
1930,Dustin Hoffman,Last Chance Harvey,32561321.0,11280660.5,5000000.0
2016,Dustin Hoffman,The Tale of Despereaux,86900000.0,-16550000.0,60000000.0
1681,Tyler Mane,Halloween,80200000.0,25100000.0,15000000.0
2128,Tyler Mane,Halloween II,39300000.0,4650000.0,15000000.0
1986,Ken Jeong,Role Models,92400000.0,18200000.0,28000000.0
3490,Ken Jeong,Ride Along 2,124600000.0,22300000.0,40000000.0
1705,Adam Brody,In the Land of Women,17600000.0,-1200000.0,10000000.0
2161,Adam Brody,Jennifer's Body,31600000.0,-200000.0,16000000.0
3097,Adam Brody,Lovelace,1600000.0,-11200000.0,12000000.0
1693,Dougray Scott,Hitman,100000000.0,26000000.0,24000000.0
1712,Jason Bateman,Juno,231400000.0,109200000.0,6500000.0
2102,Jason Bateman,Extract,10800000.0,-2600000.0,8000000.0
2237,Jason Bateman,State of Play,87812371.0,-16093814.5,60000000.0
806,Kyra Sedgwick,Secondhand Lions,76000000.0,8000000.0,30000000.0
767,Anna Faris,May,150277.0,-424861.5,500000.0
2691,Anna Faris,Take Me Home Tonight,7400000.0,-15300000.0,19000000.0
2713,Anna Faris,What's Your Number?,30400000.0,-4800000.0,20000000.0
1533,Michael Clarke Duncan,School for Scoundrels,23947685.0,-23026157.5,35000000.0
3147,Michael Clarke Duncan,A Resurrection,10730.0,-4994635.0,5000000.0
1502,Peter Dinklage,Penelope,21156270.0,-4421865.0,15000000.0
1815,Peter Dinklage,Underdog,65300000.0,7650000.0,25000000.0
53,Julia Roberts,Erin Brockovich,256300000.0,76150000.0,52000000.0
212,Julia Roberts,America's Sweethearts,138200000.0,4700000.0,64400000.0
893,Julia Roberts,Closer,115505027.0,30752513.5,27000000.0
1633,Julia Roberts,Charlie Wilson's War,119000000.0,-15500000.0,75000000.0
2098,Julia Roberts,Duplicity,78100000.0,-20950000.0,60000000.0
2621,Julia Roberts,Larry Crowne,72000000.0,6000000.0,30000000.0
1995,Megumi Okina,Shutter,47879410.0,15939705.0,8000000.0
13,Savion Glover,Bamboozled,2463650.0,-8768175.0,10000000.0
3511,Carice van Houten,Race,25100000.0,7550000.0,5000000.0
3145,John Malkovich,Red 65,148000000.0,-10000000.0,84000000.0
3612,John Malkovich,Deepwater Horizon,119500000.0,-96250000.0,156000000.0
834,R Lee Ermey,Willard 2.0,7000000.0,-16500000.0,20000000.0
1378,Ken Marino,Diggers,24019048.0,-15990476.0,28000000.0
1943,Ed Helms,Meet Dave,50700000.0,-34650000.0,60000000.0
3191,Ed Helms,We're the Millers,270000000.0,98000000.0,37000000.0
3332,Alfre Woodard,Annabelle,256900000.0,121950000.0,6500000.0
1460,Chi McBride,Let's Go to Prison,4630000.0,-1685000.0,4000000.0
3210,Gary Stretch,Mega Shark Versus Crocosaurus,500543.0,150271.5,100000.0
2843,Noah Segan,Looper,176500000.0,58250000.0,30000000.0
3540,Callum Turner,Green Room,3800000.0,-3100000.0,5000000.0
2561,Martin Sheen,The Double,3696232.0,-15151884.0,17000000.0
1699,Jon Lovitz,I Could Never Be Your Woman,9576495.0,-19211752.5,24000000.0
83,Robin Wright Penn,How To Kill Your Neighbor's Dog,48564.0,16982.0,7300.0
181,Robin Wright Penn,Unbreakable,248100000.0,49050000.0,75000000.0
357,Robin Wright Penn,The Pledge,29400000.0,-20300000.0,35000000.0
810,Robin Wright Penn,The Singing Detective,337174.0,-7831413.0,8000000.0
2485,Erik Per Sullivan,Twelve,2566717.0,-3716641.5,5000000.0
3573,Elizabeth Mitchell,The Purge: Election Year,118600000.0,49300000.0,10000000.0
2819,Bas Rutten,Here Comes the Boom,73100000.0,-5450000.0,42000000.0
1039,Morgan Spurlock,Super Size Me,22200000.0,11035000.0,65000.0
2584,Morgan Spurlock,POM Wonderful Presents: The Greatest Movie Ever Sold,700000.0,-1150000.0,1500000.0
11,Richard Gere,Autumn in New York,90700000.0,-19650000.0,65000000.0
1095,Richard Gere,Bee Season,6856989.0,-10571505.5,14000000.0
1697,Richard Gere,The Hunting Party,969869.0,-39515065.5,40000000.0
857,Ice Cube,Anaconda,136000000.0,23000000.0,45000000.0
1050,Ice Cube,Torque,46546197.0,-16726901.5,40000000.0
1081,Ice Cube,Are We There Yet?,97900000.0,16950000.0,32000000.0
3207,Ice Cube,Ride Along,154500000.0,52250000.0,25000000.0
761,Sam Rockwell,Matchstick Men,65600000.0,-29200000.0,62000000.0
3448,Sam Rockwell,Poltergeist,95400000.0,12700000.0,35000000.0
1130,Willie Nelson,The Dukes of Hazzard,111100000.0,5550000.0,50000000.0
2340,Khaled El Nabawy,Fair Game,24200000.0,-9900000.0,22000000.0
2252,Peter Cullen,Transformers: Revenge of the Fallen,836300000.0,218150000.0,200000000.0
2772,Ashley Hinshaw,Chronicle,126600000.0,51300000.0,12000000.0
2860,Cary Elwes,The Oogieloves in the Big Balloon Adventure,1100000.0,-19450000.0,20000000.0
2683,Carrie Underwood,Soul Surfer,47088990.0,5544495.0,18000000.0
946,Sad Taghmaoui,Hidalgo,108100000.0,14050000.0,40000000.0
3483,Patrick Swayze,Point Break,83500000.0,17750000.0,24000000.0
916,Stellan Skarsgrd,Exorcist: The Beginning,78000000.0,-11000000.0,50000000.0
2366,Kathryn Hahn,How Do You Know,48700000.0,-95650000.0,120000000.0
3234,David Koechner,Cheap Thrills,59424.0,-70288.0,100000.0
2017,Guy Pearce,Traitor,27640957.0,-8179521.5,22000000.0
2223,Guy Pearce,The Road,27600000.0,-11200000.0,25000000.0
2398,Chlo Grace Moretz,Let Me In,24100000.0,-7950000.0,20000000.0
3082,Chlo Grace Moretz,Kick-Ass 2,60700000.0,2350000.0,28000000.0
1440,Jeff Daniels,Infamous,2613717.0,-11693141.5,13000000.0
621,Dana Ivey,Two Weeks Notice,199000000.0,39500000.0,60000000.0
3339,Robert Duvall,The Judge,84400000.0,-7800000.0,50000000.0
1570,Milla Jovovich,Ultraviolet,31100000.0,-14450000.0,30000000.0
2211,Milla Jovovich,A Perfect Getaway,22852638.0,-2573681.0,14000000.0
2858,Jennifer Garner,The Odd Life of Timothy Green,56000000.0,3000000.0,25000000.0
3337,Jennifer Garner,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",101400000.0,22700000.0,28000000.0
650,Cristian de la Fuente,Basic,42800000.0,-28600000.0,50000000.0
3323,Dan Stevens,A Walk Among the Tombstones,62100000.0,3050000.0,28000000.0
229,Kevin Conway,Black Knight,40000000.0,-30000000.0,50000000.0
2546,Tom Wilkinson,The Conspirator,15478800.0,-17260600.0,25000000.0
2832,Kris Kristofferson,Joyful Noise,31158113.0,-9420943.5,25000000.0
3051,Scott Elrod,Home Run,2861020.0,230510.0,1200000.0
1993,Cynthia Nixon,Sex and the City,415200000.0,142600000.0,65000000.0
2456,Cynthia Nixon,Sex and the City 2,294600000.0,52300000.0,95000000.0
2510,Matt Damon,The Adjustment Bureau,127900000.0,13750000.0,50200000.0
2547,Matt Damon,Contagion,135500000.0,7750000.0,60000000.0
2591,Matt Damon,Happy Feet Two,150400000.0,-59800000.0,135000000.0
1588,Tom Waits,Wristcutters: A Love Story,454026.0,-772987.0,1000000.0
998,Daniel Baldwin,Paparazzi,16796512.0,-11601744.0,20000000.0
282,Anton Yelchin,Hearts in Atlantis,30900000.0,-15550000.0,31000000.0
1174,Anton Yelchin,House of D,388532.0,-5805734.0,6000000.0
2526,Anton Yelchin,The Beaver,6400000.0,-17800000.0,21000000.0
2623,Anton Yelchin,Like Crazy,3700000.0,1600000.0,250000.0
3342,Joseph Julian Soria,Camp X-Ray,60581.0,-969709.5,1000000.0
118,Eddie Murphy,Nutty Professor II: The Klumps,166300000.0,-850000.0,84000000.0
119,Eddie Murphy,The Nutty Professor,274000000.0,83000000.0,54000000.0
253,Eddie Murphy,Dr. Dolittle 2,176100000.0,18050000.0,70000000.0
677,Eddie Murphy,Daddy Day Care,164400000.0,22200000.0,60000000.0
786,Marilyn Manson,Party Monster,742898.0,-4628551.0,5000000.0
3356,Kirk Cameron,Saving Christmas,2800000.0,900000.0,500000.0
636,Sean Penn,21 Grams,60400000.0,10200000.0,20000000.0
