,total_rev,total_profit,count,title_names,total_budget,name,return
Demin Bichir,15000000.0,-12500000.0,1,Machete Kills**,20000000.0,Demin Bichir,-0.625
Lance Gross,41975388.0,987694.0,1,Tyler Perry's Meet the Browns**,20000000.0,Lance Gross,0.0493847
Allyson Hannigan,287500000.0,113750000.0,1,American Pie 2**,30000000.0,Allyson Hannigan,3.79166666667
Cathy Cavadini,16400000.0,-2800000.0,1,The Powerpuff Girls Movie**,11000000.0,Cathy Cavadini,-0.254545454545
Chris Lowell,3500000.0,-4250000.0,1,Veronica Mars**,6000000.0,Chris Lowell,-0.708333333333
Kenneth Welsh,46201432.0,5100716.0,1,The Fog**,18000000.0,Kenneth Welsh,0.283373111111
Jeff Anderson,72300000.0,7122425.0,3,Clerks**Clerks II**Zack and Miri Make a Porno**,29027575.0,Jeff Anderson,0.245367551371
Brian Murray,109600000.0,-85200000.0,1,Treasure Planet**,140000000.0,Brian Murray,-0.608571428571
Matt Smith,457000000.0,45500000.0,2,Terminator Genisys**Pride and Prejudice and Zombies**,183000000.0,Matt Smith,0.248633879781
Luke Bracey,133700000.0,-38150000.0,1,Point Break**,105000000.0,Luke Bracey,-0.363333333333
Lisa Arnold,37000.0,-1500.0,1,Flywheel**,20000.0,Lisa Arnold,-0.075
Titus Welliver,1338800000.0,361400000.0,4,Gone Baby Gone**The Town**Man on a Ledge**Transformers: Age of Extinction**,308000000.0,Titus Welliver,1.17337662338
Greg Cipes,102300000.0,-28850000.0,1,The Wild**,80000000.0,Greg Cipes,-0.360625
Bill Paterson,35078241.0,-12460879.5,1,Miss Potter**,30000000.0,Bill Paterson,-0.41536265
Dustin Milligan,40136479.0,-4931760.5,1,Shark Night**,25000000.0,Dustin Milligan,-0.19727042
Ned Dennehy,48900000.0,9450000.0,1,The Woman in Black: Angel of Death**,15000000.0,Ned Dennehy,0.63
Nona Gaye,325578152.0,-6210924.0,2,The Polar Express**The Gospel**,169000000.0,Nona Gaye,-0.0367510295858
Cher,1841639384.0,266919692.0,16,Rugrats in Paris: The Movie**The Rugrats Movie**Scary Movie**House of the Dead**Rugrats Go Wild**Stuck on You**Night at the Museum**RV**Waitress**Space Chimps**Burlesque**The Sorcerer's Apprentice**What to Expect When You're Expecting**Life After Beth**I Saw the Light**Nine Lives**,653900000.0,Cher,0.408196500994
Jane Levy,266000000.0,92100000.0,3,Fun Size**Evil Dead**Don't Breathe**,40900000.0,Jane Levy,2.25183374083
Ashanti,293224526.0,53612263.0,3,Coach Carter**John Tucker Must Die**Resident Evil: Extinction**,93000000.0,Ashanti,0.576475946237
Drew Carey,260700000.0,55350000.0,1,Robots**,75000000.0,Drew Carey,0.738
Heather Matarazzo,335600000.0,91600000.0,3,The Princess Diaries**The Princess Diaries 2: Royal Engagement**Hostel: Part II**,76200000.0,Heather Matarazzo,1.20209973753
Dominic West,1042700000.0,21350000.0,7,28 Days**Rock Star**The Forgotten**300**Punisher: War Zone**John Carter**Money Monster**,500000000.0,Dominic West,0.0427
Michael Emerson,103945497.0,49272748.5,2,Saw**Straight-Jacket**,2700000.0,Michael Emerson,18.2491661111
Gavin MacLeod,1500711.0,-104644.5,1,Time Changer**,855000.0,Gavin MacLeod,-0.12239122807
Gina Carano,1605251279.0,551625639.5,4,Haywire**Fast & Furious 6**In the Blood**Deadpool**,251000000.0,Gina Carano,2.19771171116
Roy E Glenn,56700000.0,24350000.0,1,Guess Who's Coming to Dinner**,4000000.0,Roy E Glenn,6.0875
Chandler Canterbury,187900000.0,43950000.0,1,Knowing**,50000000.0,Chandler Canterbury,0.879
Colin Ford,120100000.0,10050000.0,1,We Bought a Zoo**,50000000.0,Colin Ford,0.201
George Hamilton,14839383.0,-8580308.5,1,Hollywood Ending**,16000000.0,George Hamilton,-0.53626928125
Kathy Bates,4446388821.0,1143694410.5,18,American Outlaws**About Schmidt**Dragonfly**Little Black Book**Charlotte's Web**Failure to Launch**Fred Claus**The Golden Compass**P.S. I Love You**The Day the Earth Stood Still**Revolutionary Road**The Blind Side**Valentine's Day**Midnight in Paris**A Little Bit of Heaven**Titanic**Tammy**The Boss**,1079500000.0,Kathy Bates,1.05946679991
Chip Albers,463002.0,-1768499.0,1,Romeo & Juliet: Sealed with a Kiss**,2000000.0,Chip Albers,-0.8842495
Chiara Mastroianni,22800000.0,4100000.0,1,Persepolis**,7300000.0,Chiara Mastroianni,0.561643835616
Stanley Townsend,46400000.0,-11800000.0,1,The Nativity Story**,35000000.0,Stanley Townsend,-0.337142857143
David Schwimmer,1883500000.0,571750000.0,3,Madagascar**Madagascar: Escape 2 Africa**Madagascar 3: Europe's Most Wanted**,370000000.0,David Schwimmer,1.54527027027
Machine Gun Kelly,14600000.0,300000.0,1,Beyond the Lights**,7000000.0,Machine Gun Kelly,0.0428571428571
Kathryn McCormick,140500000.0,37250000.0,1,Step Up Revolution**,33000000.0,Kathryn McCormick,1.12878787879
Tsuyoshi Ihara,68700000.0,15350000.0,1,Letters from Iwo Jima**,19000000.0,Tsuyoshi Ihara,0.807894736842
Teri Garr,247000000.0,106500000.0,1,Dumb and Dumber**,17000000.0,Teri Garr,6.26470588235
Dale Dye,151400000.0,25700000.0,1,Planes: Fire & Rescue**,50000000.0,Dale Dye,0.514
Joe Mantegna,8398638.0,-10800681.0,3,Nine Lives**Redbelt**Witless Protection**,15000000.0,Joe Mantegna,-0.7200454
Audrey Tautou,828300000.0,232550000.0,2,A Very Long Engagement**The Da Vinci Code**,181600000.0,Audrey Tautou,1.28056167401
Renee Jewell,34522221.0,15261110.5,1,Courageous**,2000000.0,Renee Jewell,7.63055525
Tom Arnold,152689558.0,13344779.0,4,Cradle 2 the Grave**Soul Plane**Hit and Run**Madea's Witness Protection**,63000000.0,Tom Arnold,0.211821888889
Mark Addy,383460806.0,-120269597.0,5,The Flintstones in Viva Rock Vegas**Down to Earth**A Knight's Tale**The Time Machine**The Order**,312000000.0,Mark Addy,-0.385479477564
Jacob Lofland,32600000.0,6300000.0,1,Mud**,10000000.0,Jacob Lofland,0.63
Kellita Smith,21644518.0,-14177741.0,2,King's Ransom**Roll Bounce**,25000000.0,Kellita Smith,-0.56710964
Harry Reems,600000000.0,299952500.0,1,Deep Throat**,47500.0,Harry Reems,6314.78947368
Alexandra Vandernoot,65400000.0,20200000.0,1,The Dinner Game**,12500000.0,Alexandra Vandernoot,1.616
Cynthia Watros,173599.0,-513200.5,1,Mercy Streets**,600000.0,Cynthia Watros,-0.855334166667
Vondie CurtisHall,7454185.0,-13772907.5,1,Black Nativity**,17500000.0,Vondie CurtisHall,-0.787023285714
Phil Hendrie,52100000.0,-5950000.0,1,Team America: World Police**,32000000.0,Phil Hendrie,-0.1859375
Ken Davitian,84600000.0,12300000.0,1,Meet the Spartans**,30000000.0,Ken Davitian,0.41
Liam Neeson,5348621280.0,649910640.0,24,"Gun Shy**K-19: The Widowmaker**Kinsey**Batman Begins**The Chronicles of Narnia: The Lion, the Witch and the Wardrobe**Kingdom of Heaven**The Chronicles of Narnia: Prince Caspian**Taken**The A-Team**The Chronicles of Narnia: The Voyage of the Dawn Treader**Clash of the Titans**The Next Three Days**Unknown**Battleship**The Grey**Taken 2**Wrath of the Titans**The Nut Job**Non-Stop**A Million Ways to Die in the West**A Walk Among the Tombstones**Taken 3**Run All Night**A Monster Calls**",2024400000.0,Liam Neeson,0.321038648488
Idris Elba,6243049211.0,1398324605.5,18,The Gospel**The Reaping**Prom Night**Obsessed**The Unborn**The Losers**Takers**Thor**Ghost Rider: Spirit of Vengeance**Prometheus**Pacific Rim**Thor: The Dark World**No Good Deed**The Gunman**Avengers: Age of Ultron**Zootopia**The Jungle Book**Star Trek Beyond**,1723200000.0,Idris Elba,0.811469710713
Donna Murphy,1587182429.0,246791214.5,5,Spider-Man 2**World Trade Center**The Nanny Diaries**Tangled**Higher Ground**,546800000.0,Donna Murphy,0.451337261339
Colin Clemens,1130270.0,-4434865.0,1,American Teen**,5000000.0,Colin Clemens,-0.886973
Jason Biggs,1256935216.0,317467608.0,11,Boys and Girls**Loser**American Pie 2**American Pie**Saving Silverman**American Wedding**Anything Else**Eight Below**My Best Friend's Girl**Over Her Dead Body**American Reunion**,311000000.0,Jason Biggs,1.0207961672
Mena Suvari,892053088.0,178026544.0,10,Loser**American Pie 2**American Pie**The Musketeer**Sugar & Spice**Beauty Shop**Domino**Factory Girl**Brooklyn Rules**American Reunion**,268000000.0,Mena Suvari,0.664278149254
Joseph Fiennes,256017725.0,-129991137.5,5,Enemy at the Gates**Sinbad: Legend of the Seven Seas**The Merchant of Venice**The Great Raid**Risen**,258000000.0,Joseph Fiennes,-0.503841618217
Brenton Thwaites,264120000.0,-41940000.0,4,Oculus**The Signal**The Giver**Gods of Egypt**,174000000.0,Brenton Thwaites,-0.241034482759
James DeBello,30600000.0,13800000.0,1,Cabin Fever**,1500000.0,James DeBello,9.2
Kane,697821930.0,121160965.0,14,My First Mister**Jason X**The Powerpuff Girls Movie**The Wild Thornberrys Movie**Just Married**Confessions of a Teenage Drama Queen**Godzilla: Final Wars**The Pacifier**DOA: Dead or Alive**See No Evil**When a Stranger Calls**Star Wars: The Clone Wars**Madea's Big Happy Family**The Purge**,227750000.0,Kane,0.531991064764
Emma Fitzpatrick,8900000.0,-5550000.0,1,The Collection**,10000000.0,Emma Fitzpatrick,-0.555
Olivia Hussey,4000000.0,1380000.0,1,Black Christmas**,620000.0,Olivia Hussey,2.22580645161
John C McGinley,99000000.0,-22500000.0,2,The Animal**Stealing Harvard**,72000000.0,John C McGinley,-0.3125
Patricia Velsquez,454100000.0,102050000.0,2,The Mummy Returns**Mind Hunters**,125000000.0,Patricia Velsquez,0.8164
John Ortiz,1665100000.0,337550000.0,6,Take the Lead**Aliens vs. Predator: Requiem**American Gangster**Fast & Furious**Fast & Furious 6**The Finest Hours**,495000000.0,John Ortiz,0.681919191919
Kyle Harrison Breitkopf,119800000.0,34900000.0,1,Parental Guidance**,25000000.0,Kyle Harrison Breitkopf,1.396
Robert Hoffman,256600000.0,82800000.0,3,You Got Served**She's the Man**Step Up 2: The Streets**,45500000.0,Robert Hoffman,1.81978021978
Robert Kazinsky,433700000.0,56850000.0,1,Warcraft**,160000000.0,Robert Kazinsky,0.3553125
Julia Sweeney,9902115.0,-27048942.5,1,Whatever It Takes**,32000000.0,Julia Sweeney,-0.845279453125
Kevin Covais,6265483.0,-3867258.5,1,College**,7000000.0,Kevin Covais,-0.5524655
Mary J Blige,118588106.0,-52205947.0,3,I Can Do Bad All By Myself**Rock of Ages**Black Nativity**,111500000.0,Mary J Blige,-0.4682147713
Elsa Lanchester,4517000.0,1592500.0,1,Lassie Come Home**,666000.0,Elsa Lanchester,2.39114114114
Laurence Olivier,41000000.0,5500000.0,1,Clash of the Titans**,15000000.0,Laurence Olivier,0.366666666667
Angus Sampson,113000000.0,46500000.0,1,Insidious: Chapter 3**,10000000.0,Angus Sampson,4.65
Kathryn Newton,142800000.0,66400000.0,1,Paranormal Activity 4**,5000000.0,Kathryn Newton,13.28
Raffey Cassidy,209200000.0,-85400000.0,1,Tomorrowland**,190000000.0,Raffey Cassidy,-0.449473684211
Linda Cardellini,725322618.0,152161309.0,6,Scooby-Doo**Scooby-Doo 2: Monsters Unleashed**Grandma's Boy**Super**Daddy's Home**The Founder**,210500000.0,Linda Cardellini,0.722856574822
Kazue Fukiishi,16234612.0,6417306.0,1,One Missed Call**,1700000.0,Kazue Fukiishi,3.77488588235
Hannibal Buress,1115900000.0,413950000.0,2,Daddy's Home**The Secret Life of Pets**,144000000.0,Hannibal Buress,2.87465277778
Marcus Carl Franklin,11700000.0,-14150000.0,1,I'm Not There**,20000000.0,Marcus Carl Franklin,-0.7075
Taron Egerton,414400000.0,113200000.0,1,Kingsman: The Secret Service**,94000000.0,Taron Egerton,1.20425531915
Karen Black,16800000.0,1400000.0,1,House of 1000 Corpses**,7000000.0,Karen Black,0.2
Moiss Arias,155500000.0,47750000.0,1,Hannah Montana: The Movie**,30000000.0,Moiss Arias,1.59166666667
Boris Kodjoe,810151112.0,168575556.0,8,Brown Sugar**The Gospel**Madea's Family Reunion**Surrogates**Resident Evil: Afterlife**Resident Evil: Retribution**Baggage Claim**Addicted**,236500000.0,Boris Kodjoe,0.712793048626
Carol Connors,600000000.0,299952500.0,1,Deep Throat**,47500.0,Carol Connors,6314.78947368
Michael C Hall,40800000.0,-29600000.0,1,Gamer**,50000000.0,Michael C Hall,-0.592
Eric Schlosser,4600000.0,1300000.0,1,"Food, Inc.**",1000000.0,Eric Schlosser,1.3
Melissa Benoist,64944815.0,-1527592.5,1,The Longest Ride**,34000000.0,Melissa Benoist,-0.0449291911765
Zo Kravitz,1168800000.0,114400000.0,6,It's Kind of a Funny Story**Divergent**The Divergent Series: Insurgent**Mad Max: Fury Road**Dope**The Divergent Series: Allegiant**,470000000.0,Zo Kravitz,0.243404255319
Keir Dullea,4000000.0,1380000.0,1,Black Christmas**,620000.0,Keir Dullea,2.22580645161
Kal Penn,619100000.0,40550000.0,6,National Lampoon's Van Wilder**Harold & Kumar Go to White Castle**Superman Returns**Epic Movie**Harold & Kumar Escape from Guantanamo Bay**A Very Harold & Kumar 3D Christmas**,269000000.0,Kal Penn,0.150743494424
Ashley Fink,18700000.0,350000.0,1,Glee: The 3D Concert Movie**,9000000.0,Ashley Fink,0.0388888888889
Skye McCole Bartusiak,67000000.0,13500000.0,1,Boogeyman**,20000000.0,Skye McCole Bartusiak,0.675
Meryl Streep,2601254247.0,413127123.5,21,Adaptation.**The Hours**Lemony Snicket's A Series of Unfortunate Events**The Manchurian Candidate**Prime**The Ant Bully**The Devil Wears Prada**A Prairie Home Companion**Evening**Lions for Lambs**Rendition**Doubt**Mamma Mia!**Fantastic Mr. Fox**It's Complicated**Julie & Julia**Hope Springs**August: Osage County**The Giver**Into the Woods**Florence Foster Jenkins**,887500000.0,Meryl Streep,0.465495350423
Leslie Mann,2577300000.0,448650000.0,17,Stealing Harvard**The 40-Year-Old Virgin**Knocked Up**Drillbit Taylor**17 Again**Funny People**Shorts: The Adventures of the Wishing Rock**I Love You Phillip Morris**The Change-Up**Rio**ParaNorman**This Is 40**The Bling Ring**Mr. Peabody & Sherman**Rio 2**The Other Woman**How to Be Single**,840000000.0,Leslie Mann,0.534107142857
Hugh Bonneville,160655459.0,-14672270.5,2,Underclassman**The Monuments Men**,95000000.0,Hugh Bonneville,-0.154444952632
Edward Burns,581772671.0,-74113664.5,10,15 Minutes**Sidewalks of New York**Life or Something Like It**Confidence**A Sound of Thunder**The Holiday**27 Dresses**One Missed Call**Friends with Kids**Man on a Ledge**,365000000.0,Edward Burns,-0.203051135616
Chad Allen,12128105.0,-3935947.5,1,End of the Spear**,10000000.0,Chad Allen,-0.39359475
Toby Keith,42287334.0,-13856333.0,2,Broken Bridges**Beer for My Horses**,35000000.0,Toby Keith,-0.395895228571
Skylan Brooks,494608.0,-2752696.0,1,The Inevitable Defeat of Mister and Pete**,3000000.0,Skylan Brooks,-0.917565333333
Roscoe Lee Browne,109600000.0,-85200000.0,1,Treasure Planet**,140000000.0,Roscoe Lee Browne,-0.608571428571
Mike Dopud,148323890.0,18161945.0,2,Walking Tall**White Noise**,56000000.0,Mike Dopud,0.324320446429
Ruth Brown,8300000.0,2150000.0,1,Hairspray 1960 film**,2000000.0,Ruth Brown,1.075
Diane Venora,6047691.0,-16976154.5,1,Megiddo: The Omega Code 2**,20000000.0,Diane Venora,-0.848807725
Ewan McGregor,2007627912.0,-166386044.0,21,Black Hawk Down**Moulin Rouge!**Big Fish**Down with Love**The Island**Robots**Stay**Miss Potter**Stormbreaker**Cassandra's Dream**Deception**Amelia**Angels & Demons**The Men Who Stare at Goats**I Love You Phillip Morris**Beginners**Haywire**August: Osage County**Jack the Giant Slayer**Mortdecai**Jane Got a Gun**,1170200000.0,Ewan McGregor,-0.14218598872
Monique Coleman,274300000.0,126150000.0,1,High School Musical 3: Senior Year**,11000000.0,Monique Coleman,11.4681818182
Taye Diggs,266541732.0,-54229134.0,9,The Way of the Gun**Brown Sugar**Equilibrium**Basic**Malibu's Most Wanted**Rent**Dylan Dog: Dead of Night**The Best Man Holiday**The Best Man**,187500000.0,Taye Diggs,-0.289222048
Didier Bourdon,42100000.0,-13950000.0,1,A Good Year**,35000000.0,Didier Bourdon,-0.398571428571
Miranda July,887172.0,-556414.0,1,The Future**,1000000.0,Miranda July,-0.556414
Tim Gunn,563700000.0,171850000.0,1,The Smurfs**,110000000.0,Tim Gunn,1.56227272727
Jensen Ackles,100700000.0,36350000.0,1,My Bloody Valentine 3D**,14000000.0,Jensen Ackles,2.59642857143
as Dent McSkimming,388998.0,-12805501.0,1,The Game of Their Lives**,13000000.0,as Dent McSkimming,-0.985038538462
Kaley Cuoco,263800000.0,45900000.0,2,Hop**The Wedding Ringer**,86000000.0,Kaley Cuoco,0.533720930233
Drake,954465483.0,340232741.5,3,College**Superhero Movie**Ice Age: Continental Drift**,137000000.0,Drake,2.48345066788
Kristopher Van Varenberg,87397.0,-3456301.5,1,Welcome to the Jungle**,3500000.0,Kristopher Van Varenberg,-0.987514714286
Emmanuelle Vaugier,147700000.0,69850000.0,1,Saw II**,4000000.0,Emmanuelle Vaugier,17.4625
Drake Bell,77465483.0,-3267258.5,2,College**Superhero Movie**,42000000.0,Drake Bell,-0.0777918690476
William Sadler,184080351.0,-13959824.5,5,The Battle of Shaker Heights**August Rush**The Mist**Man on a Ledge**Machete Kills**,106000000.0,William Sadler,-0.131696457547
Crista Flanagan,34800000.0,-2600000.0,1,Disaster Movie**,20000000.0,Crista Flanagan,-0.13
Manolo Cardona,149300000.0,54650000.0,1,Beverly Hills Chihuahua**,20000000.0,Manolo Cardona,2.7325
Chow Yunfat,95200000.0,-34400000.0,2,Bulletproof Monk**Dragonball Evolution**,82000000.0,Chow Yunfat,-0.419512195122
Daniella Alonso,25900.0,-4987050.0,1,Hood of Horror**,5000000.0,Daniella Alonso,-0.99741
Rossif Sutherland,43900000.0,-58050000.0,1,Timeline**,80000000.0,Rossif Sutherland,-0.725625
Chelsea Ricketts,1832541.0,-12083729.5,1,Crooked Arrows**,13000000.0,Chelsea Ricketts,-0.929517653846
Andy Nyman,46800000.0,14400000.0,1,Death at a Funeral**,9000000.0,Andy Nyman,1.6
Tony Danza,41300000.0,17650000.0,1,Don Jon**,3000000.0,Tony Danza,5.88333333333
Olivia Luccardi,20600000.0,8300000.0,1,It Follows**,2000000.0,Olivia Luccardi,4.15
Caitriona Balfe,353400000.0,99700000.0,2,Super 8**Money Monster**,77000000.0,Caitriona Balfe,1.29480519481
Skyler Samuels,43500000.0,13250000.0,1,The Duff**,8500000.0,Skyler Samuels,1.55882352941
David Alan Grier,191817060.0,-33991470.0,5,3 Strikes**Return to Me**The Woodsman**Bewitched**Peeples**,129900000.0,David Alan Grier,-0.261674133949
Rey Gallegos,113200000.0,6600000.0,1,Rambo**,50000000.0,Rey Gallegos,0.132
Scarlett Johansson,7877346997.0,2013673498.5,25,"Ghost World**The Man Who Wasn't There**Eight Legged Freaks**Lost in Translation**The SpongeBob SquarePants Movie**The Island**Match Point**The Black Dahlia**The Prestige**Scoop**The Nanny Diaries**The Other Boleyn Girl**The Spirit**Vicky Cristina Barcelona**He's Just Not That Into You**Iron Man 2**We Bought a Zoo**The Avengers**Don Jon**Her**Captain America: The Winter Soldier**Avengers: Age of Ultron**Hail, Caesar!**The Jungle Book**Captain America: Civil War**",1925000000.0,Scarlett Johansson,1.04606415506
Glenn Kenny,1007962.0,-1196019.0,1,The Girlfriend Experience**,1700000.0,Glenn Kenny,-0.703540588235
Mike Shannon,2000000.0,-9000000.0,1,Cecil B. Demented**,10000000.0,Mike Shannon,-0.9
Heather Juergensen,10000000.0,4000000.0,1,Kissing Jessica Stein**,1000000.0,Heather Juergensen,4.0
Peter Hermann,76300000.0,23150000.0,1,United 93**,15000000.0,Peter Hermann,1.54333333333
Jonah Blechman,745327.0,-127336.5,1,Another Gay Movie**,500000.0,Jonah Blechman,-0.254673
Chris Sanders,273100000.0,56550000.0,1,Lilo & Stitch**,80000000.0,Chris Sanders,0.706875
Shefali Shah,30800000.0,14200000.0,1,Monsoon Wedding**,1200000.0,Shefali Shah,11.8333333333
Isla Fisher,1736905582.0,182152791.0,12,Wedding Crashers**Hot Rod**The Lookout**Confessions of a Shopaholic**Rango**Bachelorette**Rise of the Guardians**The Great Gatsby**Life of Crime**Now You See Me**Grimsby**Keeping Up with the Joneses**,686300000.0,Isla Fisher,0.265412780125
Muse Watson,15100000.0,2550000.0,1,The Last Exorcism Part II**,5000000.0,Muse Watson,0.51
Guillermo Diaz,55600000.0,-2200000.0,1,Cop Out**,30000000.0,Guillermo Diaz,-0.0733333333333
Harris Yulin,360978913.0,55489456.5,2,American Outlaws**Rush Hour 2**,125000000.0,Harris Yulin,0.443915652
Charlie Tahan,129690704.0,-18154648.0,2,Charlie St. Cloud**Frankenweenie**,83000000.0,Charlie Tahan,-0.218730698795
Agles Steib,14700000.0,-2650000.0,1,Turistas**,10000000.0,Agles Steib,-0.265
and the voice of John Turturro,7600000.0,-71200000.0,1,Monkeybone**,75000000.0,and the voice of John Turturro,-0.949333333333
Sam Anderson,36900000.0,11450000.0,1,Devil's Due**,7000000.0,Sam Anderson,1.63571428571
Dan Wyllie,108600000.0,24300000.0,1,Sanctum**,30000000.0,Dan Wyllie,0.81
Bokeem Woodbine,150500000.0,-34750000.0,3,3000 Miles to Graceland**Devil**Riddick**,110000000.0,Bokeem Woodbine,-0.315909090909
Robert Trujillo,7972967.0,-28013516.5,1,Metallica Through the Never**,32000000.0,Robert Trujillo,-0.875422390625
Brock OHurn,74800000.0,17400000.0,1,Boo! A Madea Halloween**,20000000.0,Brock OHurn,0.87
Mark Webber,110502552.0,30881276.0,4,"Snow Day**Broken Flowers**For a Good Time, Call...**Happy Christmas**",24370000.0,Mark Webber,1.26718407879
Joshua Leonard,368480809.0,146380404.5,4,The Blair Witch Project**Higher Ground**Shark Night**If I Stay**,37860000.0,Joshua Leonard,3.86636039356
Jimmy Fallon,153157707.0,-18421146.5,5,Anything Else**Taxi**Fever Pitch**Factory Girl**Whip It**,95000000.0,Jimmy Fallon,-0.193906805263
Robin Coleman,90508336.0,27754168.0,1,Madea Goes to Jail**,17500000.0,Robin Coleman,1.58595245714
Taylor Handley,51800000.0,9900000.0,1,The Texas Chainsaw Massacre: The Beginning**,16000000.0,Taylor Handley,0.61875
Itzhak Perlman,90900000.0,-34550000.0,1,Fantasia 2000**,80000000.0,Itzhak Perlman,-0.431875
Miles Fisher,157900000.0,38950000.0,1,Final Destination 5**,40000000.0,Miles Fisher,0.97375
Bruno Campos,267000000.0,28500000.0,1,The Princess and the Frog**,105000000.0,Bruno Campos,0.271428571429
Andrew Silverstein,13500000.0,-11250000.0,1,One Night at McCool's**,18000000.0,Andrew Silverstein,-0.625
Dan Lauria,39000000.0,-40500000.0,1,The Spirit**,60000000.0,Dan Lauria,-0.675
Godfrey Gao,90600000.0,-14700000.0,1,The Mortal Instruments: City of Bones**,60000000.0,Godfrey Gao,-0.245
Steve Peacocke,207900000.0,83950000.0,1,Me Before You**,20000000.0,Steve Peacocke,4.1975
Shane Brolly,209100000.0,37550000.0,2,Underworld**Underworld: Evolution**,67000000.0,Shane Brolly,0.560447761194
Pihla Viitala,226300000.0,63150000.0,1,Hansel & Gretel: Witch Hunters**,50000000.0,Pihla Viitala,1.263
Hans Matheson,337600000.0,58800000.0,1,300: Rise of an Empire**,110000000.0,Hans Matheson,0.534545454545
Eddie Izzard,1129646994.0,19823497.0,6,Shadow of the Vampire**The Cat's Meow**The Wild**The Chronicles of Narnia: Prince Caspian**Igor**Cars 2**,545000000.0,Eddie Izzard,0.0363733889908
Bobby Coleman,104814729.0,-9592635.5,3,Martian Child**Post Grad**The Last Song**,62000000.0,Bobby Coleman,-0.154719927419
Rebecca Budig,11800000.0,-12100000.0,1,Getaway**,18000000.0,Rebecca Budig,-0.672222222222
Marc Sheffler,3100000.0,1463000.0,1,The Last House on the Left**,87000.0,Marc Sheffler,16.816091954
Ashton Kutcher,1623197528.0,238809064.0,16,"Down to You**Dude, Where's My Car?**Just Married**My Boss' Daughter**The Butterfly Effect**Guess Who**A Lot like Love**The Guardian**Open Season**What Happens in Vegas**Spread**Killers**Valentine's Day**New Year's Eve**No Strings Attached**Jobs**",572789700.0,Ashton Kutcher,0.416922762403
Clay Walker,887851.0,-6556074.5,1,Alone yet Not Alone**,7000000.0,Clay Walker,-0.936582071429
Aila and Zanti McCubbing,27293743.0,-1353128.5,1,Ramona and Beezus**,15000000.0,Aila and Zanti McCubbing,-0.0902085666667
Lucy Liu,2903381979.0,519690989.5,12,Charlie's Angels**Shanghai Noon**Ballistic: Ecks vs. Sever**Charlie's Angels: Full Throttle**Kill Bill**Domino**Lucky Number Slevin**Code Name: The Cleaner**Kung Fu Panda**Kung Fu Panda 2**The Man with the Iron Fists**Kung Fu Panda 3**,932000000.0,Lucy Liu,0.557608357833
Mary Gibbs,577400000.0,173700000.0,1,"Monsters, Inc.**",115000000.0,Mary Gibbs,1.51043478261
Harry van Gorkum,824597.0,-16587701.5,1,Avenging Angelo**,17000000.0,Harry van Gorkum,-0.975747147059
Dana Davis,72067514.0,1033757.0,2,Raise Your Voice**Prom Night**,35000000.0,Dana Davis,0.0295359142857
Alice Eve,558736394.0,31581197.0,5,Starter for 10**She's Out of My League**ATM**Star Trek Into Darkness**Criminal**,247787000.0,Alice Eve,0.127453001973
John Hurt,2583868805.0,526934402.5,9,Lost Souls**Captain Corelli's Mandolin**Harry Potter and the Philosopher's Stone**Hellboy**The Skeleton Key**V for Vendetta**Hellboy II: The Golden Army**Indiana Jones and the Kingdom of the Crystal Skull**Hercules**,765000000.0,John Hurt,0.688803140523
Vince Vaughn,1904973887.0,109486943.5,16,The Cell**Domestic Disturbance**Old School**DodgeBall: A True Underdog Story**Starsky & Hutch**Be Cool**Wedding Crashers**The Break-Up**Fred Claus**Into the Wild**Anywhere But Home**Couples Retreat**The Dilemma**The Watch**The Internship**Unfinished Business**,843000000.0,Vince Vaughn,0.129877750297
Ellie Kemper,1290000000.0,497500000.0,3,Bridesmaids**Sex Tape**The Secret Life of Pets**,147500000.0,Ellie Kemper,3.37288135593
Tom Bennett,19700000.0,6850000.0,1,Love & Friendship**,3000000.0,Tom Bennett,2.28333333333
Louis Mandylor,3937554.0,-29031223.0,2,Price of Glory**The Game of Their Lives**,31000000.0,Louis Mandylor,-0.936491064516
Courtney Halverson,64100000.0,31050000.0,1,Unfriended**,1000000.0,Courtney Halverson,31.05
Joshua Malina,19592654.0,-22203673.0,2,View from the Top**The First Time**,32000000.0,Joshua Malina,-0.69386478125
Luke Pegler,18600000.0,1300000.0,1,See No Evil**,8000000.0,Luke Pegler,0.1625
Jamie Chung,922500000.0,56750000.0,7,Dragonball Evolution**Sorority Row**Sucker Punch**The Man with the Iron Fists**Premium Rush**Sin City: A Dame to Kill For**Big Hero 6**,404500000.0,Jamie Chung,0.140296662546
Franco Nero,86047691.0,-6976154.5,2,Megiddo: The Omega Code 2**Letters to Juliet**,50000000.0,Franco Nero,-0.13952309
Alexandra Daddario,1056568629.0,172184314.5,6,Percy Jackson & the Olympians: The Lightning Thief**Hall Pass**Percy Jackson: Sea of Monsters**Texas Chainsaw**San Andreas**The Choice**,356100000.0,Alexandra Daddario,0.483527982308
Hannah Spearritt,53600000.0,-11200000.0,2,Agent Cody Banks 2: Destination London**Seed of Chucky**,38000000.0,Hannah Spearritt,-0.294736842105
Pat Morita,15800000.0,-4100000.0,1,The Next Karate Kid**,12000000.0,Pat Morita,-0.341666666667
Obba Babatund,31283790.0,-4358105.0,1,How High**,20000000.0,Obba Babatund,-0.21790525
